id,book,book_slug,title,source_ids,source_file,source_lines,char_count,story_text
LSYRX011,历史与人像,lishi_yu_renxiang,辛殿撰三百青蚨买时文换爵,LSYRX_009_21_23,009.宋禁科场书.txt,41-45,148,"元人王恽在《玉堂嘉话》里引《辛殿撰小传》，也提到一则有关“时文”的笑话：

    ……既归宋，非科举莫进，公笑曰：“此何有！消青铜三百，易一部时文，足矣！”既擢第，孝宗曰：“是以三百青蚨博吾爵者！”

    可见“时文”对投考的贡献之大。其流布之广与公开的程度，甚至贵为皇帝都用它来开玩笑了。"
LSYRX012,历史与人像,lishi_yu_renxiang,张美强娶民女宋太祖折钱了事,LSYRX_010_56,010.夫妻同体主义下的宋代婚姻的无效撤销解消及其效力与手续.txt,111-111,285,司马光《涑水记闻》卷一：“张美为沧州节度使，民有上书告美强取其美女为妾及受取民财四千缗。太祖召上书者谕之曰：‘汝沧州，昔张美未来时，民间安否？’对曰：‘不安。’曰：‘既来则如何？’对曰：‘既来，则无复兵寇。’帝曰：‘然则张美全活沧州百姓之命，其赐大矣！虽娶汝女，汝安得怨？今汝欲贬此人，杀此人，吾何爱焉？但爱沧州之人耳！吾今戒勅美，美宜不复敢，汝女值钱几何？’对曰：‘值钱五百缗。’帝即命官给美所取民钱，并其女直而遣之。乃召美母，告以美所为，母叩头谢罪曰：‘妾在阙下不知也。’乃赐其母钱万缗，令遗美曰：‘语汝儿：汝欲钱，当从我求，无为取于民也，善遇此女。……’”(34)
LSYRX013,历史与人像,lishi_yu_renxiang,妻妾互拔郎官胡须,LSYRX_010_64,010.夫妻同体主义下的宋代婚姻的无效撤销解消及其效力与手续.txt,127-127,81,彭乘《墨客挥犀》：“有一郎官，年六十余，置媵妾数人。鬓已斑白，令其妻妾互镊之。妻忌其少，恐为群妾所悦，乃去其黑者；妾欲其少，乃去其白者，不逾月颐颔遂空。”(40)
LSYRX014,历史与人像,lishi_yu_renxiang,文氏女临嫁化为男子,LSYRX_010_72,010.夫妻同体主义下的宋代婚姻的无效撤销解消及其效力与手续.txt,143-143,93,洪迈《夷坚丙志》卷第一《文氏女》：“（孝宗）乾道三年（1167）四月，永州文氏女及笄，已定昏将嫁，……化为男子矣！父母惊报婿，婿家以为本非女子，特以诈给人，投牒讼于州，案验得实，乃已。”
LSYRX015,历史与人像,lishi_yu_renxiang,陆游沈园遇唐氏题钗头凤,LSYRX_010_89_91,010.夫妻同体主义下的宋代婚姻的无效撤销解消及其效力与手续.txt,177-181,259,"周密《齐东野语》卷一《放翁钟情前室》：“陆务观初娶唐氏，闳之女也，于其母夫人为姑侄，伉俪相得，而弗获于姑。既出，而未忍绝之，则为之别馆，时时往焉。姑知而掩之，虽先知挈去，然事不得隐，竟绝之。亦人伦之变也！唐后改适同郡宗子（赵）士程，尝于春日出游，相遇于禹临寺南之沈氏园，唐以语赵，遣致酒肴，翁怅然久之，为赋《钗头凤》一词题壁间，云：

    红酥手，黄滕酒。满城春色宫墙柳；东风恶，欢情薄，一怀愁绪，几年离索——错！错！错！

    春如旧，人空瘦。泪痕红浥鲛绡透；桃花落，闲池阁，山盟虽在，锦书难托——莫！莫！莫"
LSYRX016,历史与人像,lishi_yu_renxiang,杨道人随异人弃妻子,LSYRX_010_148,010.夫妻同体主义下的宋代婚姻的无效撤销解消及其效力与手续.txt,295-295,125,郭彖《睽车志》卷四：“成都杨道人，本坊正也。素嗜酒无行，遭杖罚者屡矣。尝于市肆遇异人，风采秀耸，杨日与之饮，凡日所得，悉为饮费，久之，异人曰：‘能从我游乎？然子有妻子之累如何？’杨曰：‘弃此直为差易耳！’归则手书与妻诀，仍寻配嫁之，一子数岁以予人。”
LSYRX017,历史与人像,lishi_yu_renxiang,秦少游修真遣朝华,LSYRX_010_148,010.夫妻同体主义下的宋代婚姻的无效撤销解消及其效力与手续.txt,295-295,187,张邦基《墨庄漫录》卷三：“秦少游侍儿朝华，姓边氏，京师人也。（哲宗）元祐癸酉岁（即元祐八年，1093）纳之。……后三年，少游欲修真断世缘，遂遣朝华归父母家，资以金帛而嫁之。朝华既去二十余日，使其父来云：‘不愿嫁，乞归。’少游怜而复取归。明年，少游出倅停钱塘，至淮上，因与道友论议，叹光阴之遄，归谓朝华曰：‘汝不去，吾不得修真矣！’亟使人走京师呼其妇来，遣朝华随去。”(97)
LSYRX018,历史与人像,lishi_yu_renxiang,周渭被虏二十七年妻守不嫁,LSYRX_010_160,010.夫妻同体主义下的宋代婚姻的无效撤销解消及其效力与手续.txt,319-319,105,司马光《涑水记闻》卷一：“周渭，连州人，湖南与广南战，渭为广南所虏，其妻莫氏并二子留在家。……谓在广南，有官禄矣。太祖平广南，得渭。……渭久已改娶，使人访其故妻，先与之别二十七年矣，妻固不嫁，育二子皆长。……”
LSYRX019,历史与人像,lishi_yu_renxiang,王开府用孩子识破老妇诬媳,LSYRX_010_164,010.夫妻同体主义下的宋代婚姻的无效撤销解消及其效力与手续.txt,327-327,165,刘敞《公是集》卷五十一《行状·王开府行状》：“……充益梓路体量安抚使。是时西川荒馑，公私凋残，既至，奏蠲逋负，阅官吏良否，多所进绌之，人大慰说。蜀郡媪某氏，多赀无子，一孙才数岁，媪意以赀财厚其弟，顾难于其妇。乃诣郡诬妇‘不善抚吾孙，愿出之’。狱具，公至，立姑妇于庭，置儿其间，儿急趋母，公曰：‘岂不善育也？’媪伏诬状。”(114)
LSYRX020,历史与人像,lishi_yu_renxiang,宋太祖强嫁王审琦之子,LSYRX_010_186,010.夫妻同体主义下的宋代婚姻的无效撤销解消及其效力与手续.txt,371-371,195,邵伯温《河南邵氏闻见前录》卷第一：“忠正军节度使王审琦与太祖皇帝有旧，为殿前都指挥使。禁中火，审琦不待召，领兵入救，台谏官有言，罢归寿州本镇。朝辞，太祖谕之曰：‘汝不待召，以兵入卫，忠也；台臣有言，不得不行，第归镇，吾将以女嫁汝子承衍者。’召承衍至，则以有妇乐氏辞。帝曰：‘汝为吾婿，吾将更嫁乐氏。’以御龙直四人，控御马载承衍归，遂尚秦国大公主，乐氏厚资嫁之。帝谓承衍曰：‘汝父可以安矣！’
LSYRX021,历史与人像,lishi_yu_renxiang,刘后被逐藏张耆家后复召,LSYRX_010_186,010.夫妻同体主义下的宋代婚姻的无效撤销解消及其效力与手续.txt,371-371,204,又司马光《涑水记闻》卷五：“（刘）贡父曰：章献刘后本蜀人，善播鼗，蜀人宫美(133)携之入京，以锻银为业。时真宗为皇太子，尹开封，美因锻得见太子，（太子）语之曰：“蜀妇人多才慧，汝为我求一蜀姬。”美因纳后于太子，太子见之大悦，宠幸专房。太子乳母恶之。太宗尝问乳母：‘太子近日容貌瘦瘠，左右有何人？’乳母以后对，上命去之。太子不得已，置于殿侍张耆之家，耆避嫌遂不敢下直。未几，太宗宴驾，太子即帝位，复召入宫。”
LSYRX022,历史与人像,lishi_yu_renxiang,王荆公生前嫁妇,LSYRX_010_188,010.夫妻同体主义下的宋代婚姻的无效撤销解消及其效力与手续.txt,375-375,195,王辟之《渑水燕谈录》卷十《谈谑》：“王荆公之子滂，少得心疾，逐其妻，荆公为备礼嫁之，好事者戏之曰：‘王太祝生前嫁妇。’”魏泰《东轩笔录》中亦记此事：“王荆公之次子名雱，为太常寺太祝，素有心疾，娶同郡庞氏女为妻。逾年生一子，雱以貌不类己，百计欲杀之，竟以悸死。又与其妻日相斗哄，荆公知其子失心，念其妇无罪，欲离异之，则恐其误被恶声；遂与择婿而嫁之。……京师有谚语曰：‘王太祝生前嫁妇……。’”
LSYRX023,历史与人像,lishi_yu_renxiang,王八郎妻告官分产护女,LSYRX_010_228,010.夫妻同体主义下的宋代婚姻的无效撤销解消及其效力与手续.txt,455-455,334,唐州比阳富人王八郎，岁至江淮为大贾，因与一倡绸缪。每归家，必憎恶其妻，锐欲逐之。妻，智人也，生四女，已嫁三人，幼者甫数岁，度未可去，则巽辞答曰：“与尔为妇二十余岁，女嫁有孙矣！今逐我安归？”王生又出行，遂携倡来，寓近巷客馆。妻在家，稍质卖器物，悉所有藏箧中，屋内空空如寠人。王复归，见之，愈怒曰：“吾与汝不可复合，今日当决之！”妻始奋然曰：“果如是，非告于官不可！”即执夫袂走诣县，县听仳离而中分其赀产，王欲取幼女，妻诉曰：“夫无状，弃妇嬖倡，此女若随之，必流落矣！”县宰义之，遂得女而出居于别村，买瓶壘之属，列门首，若版鬻者。故夫(142)他日过门，犹以旧恩意，与之语曰：“此物获利几何，胡不改图？”妻叱逐之，曰：“既已决绝，便如路人，安得预我家事！”自是不复相闻。
