file	paragraph	score	markers	text
038.林语堂演说.txt	3	3	林语堂	日前林语堂讲红楼梦，与二爷、袁小姐等同赴法学院聆之，林状殊滑稽，玩世不恭之态，溢于言表，笑嘻嘻地颇为可爱。
041.迎胡适.txt	1	3	胡适	迎胡适
051.跋《给马戈的五十封信》.txt	7	3	有一次	就这样的，马戈慢慢成为李敖的朋友。此后三年中，图书馆、小饭店、弹子房、电影院、青山绿水之间、酒瓶坟场之侧。……常常都是马戈李敖共同消磨青春之处。我们最可怀念的经验是常常几个朋友，半夜三更，在台大校园草地上，东倒西歪，清谈终夜。我们偶尔也开小孩子式的玩笑。有一次，陈彦增和我，曾在夜里三点钟，躲树丛后面，等马戈打弹子回来。不久他走到我们身旁，我们忽然以衣蒙头，一边跳一边装鬼叫，颇使马戈吃惊不小。幸亏马戈还算是身强体壮小有胆子的家伙，若换上別人（譬如说沈刚伯），一定吓出小便来了！
006.活页日记.txt	29	2		昨晚孙英善跳舞归来言×××在舞场之事，甚堪笑也。吾近来对不能识货之女人一概不理，懒得再去与之周旋。横眉、 冷笑与沉默为吾三大法宝。“知音苟不存，已失何所悲？”我的高兴一如往昔，这种“何所悲”的态度你以为如何？
009.爱情牢骚.txt	9	2		“吾与其恋爱而诎于人，宁光杆而轻世肆志焉！”因“爱情的成功”而失掉（即使是暂时的、视做手段地失掉）自己，我们实在是“不忍为的”！
009.爱情牢骚.txt	11	2		呜呼老马！爱情岂可如此致之耶？“短兵”岂可如此而“相接”耶？我们岂是这种人吗？
009.爱情牢骚.txt	13	2		真的，我如今才相信你的话，李先生的自由恋爱是谈不成了，至少是谈不成功的，至多是玩票式的表演一两手“不正常的‘开始’”，可是这也只是（永远是）“开始”而已，它将永远没有“下文”，也永远没有“结局”。我现在已经形成了一个“虎头蛇尾，有始无终”的半吊子，活象程咬金的斧头，一击不行，夹尾便逃了，呜呼哀战!
009.爱情牢骚.txt	21	2		老景也想你想得凶，一再催我找一个“老马第二”来做代用品，可惜的是我这个“有识人之能”的却恁地寻觅不出一个如你一般的小厮出来，真是他妈的。
012.十字街头筑隐居.txt	24	2		神仙都告诉我要“单枪匹马”，不可谋求partner，否则一定焦头烂额——“有”伤了。
012.十字街头筑隐居.txt	25	2		老景说：“看不起她，又离不开她是痛苦的。”我今改写道：
012.十字街头筑隐居.txt	35	2		我眼睁睁的等待着“有情”的小丫头来向我“下种”子！
015.小舟之逝，从此始矣！.txt	13	2		我还要强调这“何所悲”的明智之举，我发现我的心胸可以导我于至上之境，只要我的心胸不断的日益增长，我就会发现我是越来越步步高升，我离尘寰越来越遥远，在我眼中的凡夫俗子也好，千娇百媚也罢……都是些渺小的，卑微的生物，我不相信你所谓的“自己主观的条件——心理的，生理的”会那么可怕，会使我失败，人格的完整与尊严的保持是我最看重的事，凡是有损于它的我一概敬谢不敏，至少在目前，我有十足的勇气与把握去“过得蛮好，而且神气活现”。……（下略）
017.过渡时期的爱情观.txt	10	2		3.我怀疑只鼓吹“爱”而不鼓吹“恨”是否是最好的作法？
017.过渡时期的爱情观.txt	16	2		9.“恨”是力量，有时比“爱”还大，在阻止你盲目的“爱”一个女人时，培养强烈的“恨”是会收到很大的效果的。(此法我曾行之有效，即当我越看穿她，越想到她的卑鄙可耻的时候，她对我的诱惑力越小，换言之，即是我越能抵制或打垮那种对她迷恋的狂潮！）
018.譬如赤子.txt	5	2		经常被称做“小老弟”的陈彦增（即是你所谓的“袁祝泰”），居然高兴于他的长大，这是不是一种可喜的现象呢？
018.譬如赤子.txt	6	2		孟夫子曾提倡做“不失其赤子之心”的大人，可是我们所见所闻，这种人未免人少了，他们都失掉了“赤子之心”。
