file	paragraph	line_start	line_end	char_count	score	snippet
057.漫谈食睡哲学，希腊悲剧，包公案，性别及其他（李霁野）.txt	27	53	53	231	3	我总不愿谈目前，不过，我想到那怪有意思的话，想到性别，却也另有一点近因。那天参加典礼前曾到镇上去，从“白沙简报”上看到璧山同性结婚的新闻，照例是要捧出道德的牌子骂几句的。我曾经同诸位略谈过这问题，在这里不想再说什么话。我只提到还没有完全忘记的，一点生物学的常识。动物在降生后的初期，性别是可以用人工改变决定的。将雄性的有些内分泌注射到雌性的身上去，雌的就渐变为...
057.漫谈食睡哲学，希腊悲剧，包公案，性别及其他（李霁野）.txt	30	59	59	86	3	我的记性不甚好，仿佛记得开头讲到了吃饭。没有什么关系。我喜欢吃，我是还记得的。所以最后我有一点小小的请求：水里的生虾活鱼恐怕没有什么好吃，请诸位记住偶然给我扔下几个粽子去。
058.学问与事功（居浩然）.txt	6	11	11	357	3	做人本来是为己之学，各人为自己做一分是一分。而三代以下，道德沦丧，有圣人之徒出来教学生做人，这就在“人格”之学以外，产生了一种“人格学”。换句话说，原来“做人”就是“做学问”，圣人之徒添造了一种“做人的学问”，起先口头相传，后来竟然笔之于书（大概是子张开的端，他因为怕记不住，写在衣带上，以后大家都效法了）。而且诸子百家，各有各的说法，这种“做人的学问”世就愈...
058.学问与事功（居浩然）.txt	7	13	13	478	3	汉儒讲识字，魏晋六朝研究读音，只从《隋书》经籍志中就可以看到这一段时间内，中国的学者在“做人的学问”或“人格学”方面的成就。到了宋代，受印度传来底佛教的影响，掀起一大浪潮。宋儒认为中国大学问的根本在“做”人，不在“做”做人的学问。于是提出一些显然带有佛教商标的口号，诸如：“直指本心”，“明心见性”。这种口号用在人格修养本身，原属见道之言。但若由此引伸，以为做...
058.学问与事功（居浩然）.txt	8	15	15	533	4	大学上的八条目原本都不离人伦日用的范围。其中“诚意，正心、修身、齐家、治国、平天下”六项，很清楚是人格修养的功夫，唯有最后关键“致知在格物”一句话，不但使王阳明生病，就是在清末民初，也误以格致学的译名代表西洋近代科学。甚至在今天，香港大学校训中还以“格物”代表科学，与代表人格修养的“明德”相对。其实这里“格”字既不能做分析解，也不能做分类解。《书经》上祖巳训...
058.学问与事功（居浩然）.txt	11	21	21	279	3	因为中国的大学问在人格修养，而人格修养有其社会性（超社会性底道德实际上并不存在），所以中国的大学问与事功分不开。孔夫子在家里“为政”，并不是自己替自己解嘲，而是合乎他当时地位的治学方法。就从孔夫子一辈子不得志的例子，也说明了中国大学问与事功之间的矛盾。做人的目标在做好人，但好人在事功方面往往失败。像宋襄公那样打仗还要守规矩，岂不是自讨苦吃？现实社会中要求“兵...
058.学问与事功（居浩然）.txt	15	29	29	334	3	西洋既然是学术与事功分途，研究科学的大学教授就可以躲在实验室里不问世事。讲事功的政客商人则可能出身微贱，毫无学问。在高度工业化的社会中，科学知识有助于事功，但也有不能相容之处，这由于衡量事功与学问的标准不同。做学问在学格，讲事功则难免以成败论英雄，而事功的成败百分之七十靠命运，百分之三十靠才能；这又不是道德上的人格修养，而是牺牲原则、随机应变的才能。据勃那德...
058.学问与事功（居浩然）.txt	16	31	31	388	3	辛亥革命成功，孙中山先生从美国绕道欧洲回到上海，他的想法与当时中国社会有一段很远的距离。一般群众听他演讲，有如听西洋传教士用中国方言说教，就是高级干部也听不懂他说些什么。民国元年孙中山先生决计退让，将首席公仆的地位给袁世凯，自己回到上海做中华民国的主人，这件事确实大出高级干部意料之外。回到上海后，孙中山先生鼓励年轻的干部出国继续求学，年长的则留在国内共同建设...
059.科学与民主（居浩然）.txt	5	9	9	371	4	西洋近代科学乃是不能讲折衷主义（eclecticism）的一种思潮，想打点折扣只有自讨苦吃。最显著的例子乃是日本，这个东邻小国以模仿著名，起先模仿中国，维新以后模仿德国和英国，二次大战时想在西化之中，保留一点根基于华化的大和精神，结果吃了两颗原子弹，乖乖地无条件投降。二次大战后乃一面倒地美国化，老一辈的中国留日学生现在若是再去东瀛三岛，就会发现面目全非了。不...
059.科学与民主（居浩然）.txt	6	11	11	358	3	于此有一点必须说明的，乃是社会科学与自然科学并无本质上的差异。清末民初的中国、读书人对于生光化电早就口服心服，只是提起社会科学，尤其是胡秋原先生也提到的“社会学”来，则总觉得中国应该另有一套。我在清华大学从化学系转到社会学系的时候，也存有这种心理，后来到定县和邹平去参观，还没有放弃从土生土长的农民中，找出“中国社会学”（Chinese sociology）线...
059.科学与民主（居浩然）.txt	7	13	13	477	3	怀德海（A. N. Whitehead）在《科学与现代世界》（Science and the Modern World）一书中有这样的一段话：“举例而言，当我们懂得更多的中国艺术、中国文学和中国的人生哲学之后，我们更加羡慕这一文明所已达到的高度。几千年来，中国有精明饱学之士（译者注：原文士字为多数），耐心地终生从事研究工作。以时间和人口论，中国可说是世界上有...
059.科学与民主（居浩然）.txt	9	17	17	388	5	科学是认知的问题，譬如一杯清水，只要尽量去掉杂质，最后得到清水。民主则属感情的问题，譬如欣赏抽象派的图画，各有所好，顶多只能做到同行公议。凡自称为抽象派画家的有志一同都说好，那就算好的抽象画。若是有个杀风景的外行人指出：那幅公认为最好的抽象画，乃是动物园里的猩猩所画，有志一同只有自认错误，或认为那只猩猩有“超人”的天才。因此什么是民主，民主到什么程度，都不能...
059.科学与民主（居浩然）.txt	13	25	25	366	3	这种不民主底想法，看来无关紧要，却是造成种种错误的渊源。由浪费读者时间，进一步假定编者刊出这篇文章另有苦衷，为种种压力非刊不可，这就离开事实愈来愈远。在我写给《文星》社长的信上，不只一次强调编者有不发表任何文章的权利。而且编者决定刊出某篇文字，他不一定同意这篇文字的见解。我在《文星》刊出的每篇文章，都是用的真姓名，也就是“文责自负”。这是民主社会中人人自己负...
059.科学与民主（居浩然）.txt	14	27	27	358	3	我确实希望这一事例能引起对于民主问题的热烈辩论。因为有些青年习惯于承受重大压力，对于搬弄文字似是而非的教条八股，则认为有学术性，对于平铺直叙能看得懂底文章，反而不能领会其深一层的意义。我们现在撇开政治的民主不谈，在学术思想上实在大有发展科学与民主的余地。我一再打击义和团思想分子，就因为百足之虫，死而不僵，一直在妨碍全盘西化的发展。等到扫清了不科学反民主的义和...
060.恪遵宪法厉行法治（李声庭）.txt	2	3	3	511	3	是民主国家必有一部宪法，而有了宪法那个国家不一定民主；因为白纸上写黑字的东西，如果不为人所严格遵守，是没有什么意义的。中国如其他民主国家一样也有一部宪法，而这部宪法是经过无数人与若干年的流血与奋斗而得来的。经过艰难困苦而得来的东西如果不加以尊重，那末前人的牺牲与今人的努力都算是白费，而后人也无以寄予希望了。中国自从有了宪法之后到今日整整十二年，也可以说我们行...
060.恪遵宪法厉行法治（李声庭）.txt	3	5	5	680	3	美国人法治的观念，不是说由立法机关制定什么样的法律，交给司法机关去治人民而已。首先要问：这种由立法机关制定的法律，是不是与全国最高的法律——宪法有所冲突。解释法律是不是与宪法相冲突时，司法机关往往提出两个标准：公平与合理。法律由立法机关按立法程序而制定，再由司法机关依法定程序而执行，一般的言人民是没有什么话可说的，这是世俗的所谓法治。不过美国人进一步要问：这...
060.恪遵宪法厉行法治（李声庭）.txt	4	7	7	764	4	在共产党式或希特勒式的民主制度之下（希特勒从来没有否认他行民主，共产国家甚至说他们比美国更民主，因为美国是资本家的民主，而苏联则是“人民”的民主），君几曾见张三或李四可以与政府平等的立在法庭之前，辩论宪法上的问题？在这种国家之内，宪法只有当权的人可以解释，而且他的解释是最后的。哪有人民置喙的余地？不错，他们也承认宪法是全国最高的法律；但他们自己解释说：我所拿...
060.恪遵宪法厉行法治（李声庭）.txt	5	9	9	308	4	极权国家的政府也是拿法治人民的，它与民主国家的区别在：民主国家以宪法为张本，宪法上所载的一字一句十足兑现。极权国家则不然，宪法是政府的统治工具，有利时拿来做招牌，不利时将它打入冷宫，还口口声声的高叫法治。如果法治的意义是如此，像美国这样的民主国家实在应该早倒台了。然而幸运的是：凡自命是民主的国家，至少不敢说要学苏维埃式的法治，或否认美国式的法治。因此我们可以...
061.诱人犯罪不合乎正义（李声庭）.txt	2	3	3	147	3	在英美两国，司法与正义是同一个字，即Justice，也就是说：凡司法机关所做的一切，是合乎正义的。如果有一件事不合乎正义，司法机关便不能做。尤其是处罚犯罪，犯罪本来是对社会的一种挑衅，即破坏社会上现有的秩序与安宁；也可以说是对正义施以打击。因此使犯罪的人受到惩罚，便是司法的功用，也就合乎正义。
061.诱人犯罪不合乎正义（李声庭）.txt	7	13	13	219	3	不过如果被告本来有一犯罪，或犯罪行为正在进行中，官方只是给予便利与机会使之完成犯罪，则不算诱人犯罪，刑警假装酒醉，被告从其偷钱，然后加以逮捕，这种情形不算诱人犯罪。如果被告本无意犯罪，官方特设种种陷阱使其投入，如税务人员故意叫商人造假账，然后又打发另一税务员查出他造了假账，而控他漏税罪。这种情形无疑的构成诱人犯罪，被告应无罪。加利福尼亚州法院在一案中说得好：...
061.诱人犯罪不合乎正义（李声庭）.txt	14	27	27	515	6	本案被告显然为刑警所引诱而犯罪，刑警作证时说：他相信被告正在治疗其毒病，因此他想劝被告替他找一些毒品的来源。几次交涉的结果，被告对刑警同情。刑警不仅引诱被告取得毒品，而且又引诱他再事吸毒。最后为了他自己职务上的成功，又报告上级派人来抓。政府在这种情形之下，不能说刑警不是他们所派来的，对他的行为不负责任。刑警为政府所雇用的线民，而且最近已经引诱另两人犯罪。被告...
063.尊重宪法亟宜废止违警罚法（李声庭）.txt	3	5	5	167	3	中华民国宪法第八条是保障人民的身体自由的。原文说：“人民身体之自由应予保障。”从字面上看，我国宪法的精神是百分之百的在保障人民的身体自由。不但是保障而已，而且是“应”予保障，应予保障便是课政府以责任与义务。如果人民身体的自由不能得到保障，或虽被保障而不周密，便发生责任问题，法律上的责任是违宪，而政治上的责任便是政府改组或负责人辞职。
063.尊重宪法亟宜废止违警罚法（李声庭）.txt	4	7	7	367	3	我们试一拿中华民国宪法第八条与第十条到第十四条的文字比较，更可得一明确的印象。宪法第十条规定：人民有居住及迁移之自由。第十一条规定：人民有言论、讲学、著作及出版之自由。第十二条规定：人民有秘密通讯之自由。第十三条规定：人民有信仰宗教之自由。第十四条规定：人民有集会及结社之自由。从这些条文来看，只规定人民有哪些自由。至于政府的责任，只消极的不去侵犯或剥夺这些自...
063.尊重宪法亟宜废止违警罚法（李声庭）.txt	5	9	9	432	6	第一、人民不但有身体自由，这种自由与宪法第十条到第十四条的各种自由一样，政府不得加以侵犯或剥夺。第二、人民的身体自由有比其他自由更重要的地方。不但政府不得加以侵犯或剥夺，而且政府有保障的责任与义务。第三、政府保障人民身体自由的责任与义务，是宪法所加的，这从应字的意义可以看出。“应”的意思是必须，即不但课政府以消极的责任与义务不得侵犯或剥夺人民的身体自由；而且...
063.尊重宪法亟宜废止违警罚法（李声庭）.txt	6	11	11	86	3	上面所说及的“人民之身体自由应予保障”只是一个原则，这个原则如何实现呢？宪法第八条接着便规定：非经司法或警察机关依法定程序不得逮捕、拘禁；非由法院依法定程序不得审问、处罚。
063.尊重宪法亟宜废止违警罚法（李声庭）.txt	8	15	15	319	3	第二、非经法院依法定程序不得审问、处罚。这一项进一步排斥了司法机关（司法机关的范围比法院大，司法机关包括检察官，而法院不包括检察官）和警察机关。前一项规定司法（包括法院）和警察机关依法定程序有逮捕、拘禁权。这一项缩小了范围，即只有司法机关中的法院依法定程序，对犯罪嫌疑人有审问、处罚权。法院以外之司法机关与警察机关均无审问、处罚权。宪法条文简单明确，凡稍识文字...
063.尊重宪法亟宜废止违警罚法（李声庭）.txt	11	21	21	179	3	按宪法实施之准备程序第一项规定：自宪法公布之日起，现行法令之与宪法相抵触者，国民政府应迅速分别予以修改或废止。并应于依照本宪法所产生之国民大会集会以前完成此项工作。宪法实施已十余年，大家却已把宪法实施之准备程序忘了，所以违警罚法和其他许多与宪法相抵触的现行法令，都没有“迅速”分别予以修改或废止，违宪的违警罚法便在这种不准备而实施宪法的情形下，到今日仍存在。
063.尊重宪法亟宜废止违警罚法（李声庭）.txt	13	25	25	637	3	又有些人辩称：违警法是一种行政罚不属刑事范围。大陆法系国家是准许行政机关有权处罚行政犯的。这种说法也是没有根据的。请大家注意一点：违警罚法违宪，是违警罚法违背了中华民国宪法第八条的文字与精神。如果换一个名词便说不与宪法相抵触的话，那是玩弄文字魔术。不能说在刑法叫罚金其对象便是钱，在违警罚法叫罚锾其对象便不是钱。进一步说，法院处罚金便须依法定程序，警察机关处罚...
063.尊重宪法亟宜废止违警罚法（李声庭）.txt	15	29	29	316	3	因一点小事便任意拘禁人民至十四天之久，与宪法第八条“人民身体之自由‘应’予保障”的精神相符合吗？警务处长郭永也承认“拘留关系人身自由”（见台北市九月二日各报省警务处长通令全省警察人员）。事实上岂只“关系”人身自由而已。拘留是剥夺人身自由，民主国家的原则是：非由法院并依法定程序，不得剥夺人民生命、自由、财产。人身自由只有在犯罪经法院依法定程序判决确定后，方可加...
063.尊重宪法亟宜废止违警罚法（李声庭）.txt	18	35	35	198	3	后记：违警罚法违背了中华民国宪法第八条的文字与精神，为不容否认之事实。立法院十七年来居然无意加以废止，可见其尸位素餐，只知拿老百姓的血汗钱而不做事。立法院本身尚且忽视宪法，那末行政机关蔑视宪法以及少数人企图毁弃宪法，当然更不足怪的了。看起来这部宪法好像是李声庭一个人做成的，所以拼死力的加以维护，而且还遇到了小人，被其暗中击了一棒。小人们今日虽得志，但我维护宪...
064.论意见表示自由与民主法治（李声庭）.txt	3	5	5	1065	4	这里人民有某些自由的“有”，应当解释为完全的“有”或全部的“有”。而不是不完全的“有”或部分的“有”，更不能是限制的“有”。因此宪法虽没有明文规定，立法机关不得制定法律侵犯人民的“有”自由；但从成文宪法的特性而言，人民自由权利之列举，即明示限制立法机关的立法权。即立法机关不得制定法律侵犯人民的自由，侵犯人民的自由权，便是使人民不“有”自由或“有”不完全的自由...
064.论意见表示自由与民主法治（李声庭）.txt	5	9	9	1389	6	那末什么是言论与出版自由呢？这是一个不容易回答的问题。如果说用口说的叫言论，用印刷表示的叫出版，那末电影、无线电广播、电视放映、留声机唱片、雕刻、音乐、图画、摄影等等，算不算言论与出版呢？如果不算，那末这些东西与言论及出版有什么分别呢？为什么言论与出版可以自由，而这些东西又不能自由呢？同是人类思想的结晶、同是人类意见的表现，何以有些可以自由有些又不自由呢？可...
064.论意见表示自由与民主法治（李声庭）.txt	16	31	31	225	3	后记：所谓“讲学自由”，宪法虽有明文规定，但事实上全不存在。作者就因为在大学讲学，批评了法律违宪、指摘了某些措施，而受到小人的攻击。高等教育尚不容许有讲学自由，难怪我们落伍，为外人讥为文化沙漠，但主持教育的人则恬不为怪，仍旧好官我自为之。今日除一二教会大学讲学自由外，不管国立省立均把教授当公务员看待。谁要有独立自由的思想，便被或明或暗的滥施攻击，作者便是受害...
065.我的回忆——被捕、谅解和团结（张国焘）.txt	2	3	3	363	4	几天后一个炎热的傍晚，我吃过晚饭，穿着一身短衫裤，活象个小店员般悠闲地踱到陈先生住处。已往每到他家，我都从后门出入，不须经过甚么通报，就直接走进去；那晚我敲开后门，一个陌生的大汉问我找谁，我立即感到有些异样，就立在门外说：“找陈太太。”那大汉问：“你找她有甚么事？”我说：“我来收裁缝工钱。”他打量我一番之后继续问：“你为什么不会说上海话？”我借用了一个我所知...
065.我的回忆——被捕、谅解和团结（张国焘）.txt	3	5	5	319	3	第二天上午，陈独秀先生夫妇、李达、周佛海、包惠僧等七人，都从法捕房获释出来。不少客人到陈先生家里去慰问，我也是其中的一个。等到其他的客人陆续走了，只剩下我们几个同志的时候，陈先生就对我们说：“幸好此次没有搜出甚么重要文件，否则乱子可就闯得不小。我们决不可因此气馁，更要勇往直前的干！不过更加要注意保密的工作。我们已被逼上梁山，只有一不做二不休了。”他并表示周佛...
065.我的回忆——被捕、谅解和团结（张国焘）.txt	4	7	7	171	3	包惠僧邀我一道离开陈家，我们并肩在马路上走着，他很兴奋的对我说：“陈先生真伟大，你还不知道昨晚经过的详细情形呢！”还说到从陈先生和各位同志在狱中所表现的情形看来，可以预测将来我们党的前途是无限量的，大家只有热情的交流，并无误会存在。他劝告我不必再提起已往争执的事，一心一意积极做下去好了。我们边走边谈，并在我的住所共进午餐，一直谈得非常起劲。
065.我的回忆——被捕、谅解和团结（张国焘）.txt	6	11	11	335	4	四点多钟的时候，来了一批警探，把守住陈家的前后门，声势汹汹，将陈家所有的人监视在一个小房间里，不准交谈；同时四处搜查，检去了一大包书籍和信件；凡是到陈家的人来一个就逮捕一个，因此他们七个人都先后被捕了。陈先生曾向警探厉声抗议：“你们是来抓我的，为什么连我的客人也连带的抓去呢？”警探们不由分说，在六时左右就把他们一齐押解到捕房里去，除陈太太被关在女看守所外，他...
065.我的回忆——被捕、谅解和团结（张国焘）.txt	7	13	13	175	6	在监房里，他们很关心还会有甚么同志继续被捕，尤其是陈先生更为关切。每逢有犯人送到这排监房的时候，陈先生必起立张望一番，看看是否同志。他知道我那晚要到他家里去的，所以尤为记挂，他不只一次的说：“国焘身上总带着一些文件，他又热情气盛，易于和警探吵闹，如果他也被捕，那情形就更糟了。”这样念念不忘的直到深夜，后来看见没有另外的同志被捕，他才似乎稍微放心点。
065.我的回忆——被捕、谅解和团结（张国焘）.txt	8	15	15	281	4	陈先生还像念遗嘱似的指出：“看来，国焘等似乎未被捕。他虽有些地方顾虑不周，但他是忠心耿耿，正直无私的。他有主张有办法，说得到做得到，这是很难得的。这次他的主张大致都是对的；他与我之间毫无芥蒂，只因相处甚密，说话不拘形迹，现在统治者们既这样无情的压迫我们，我们只有和共产国际建立更密切的关系，不必再有疑虑。”并要求他们出去之后，应和我和谐地分工合作，共策进行。如...
065.我的回忆——被捕、谅解和团结（张国焘）.txt	14	27	27	369	3	这篇大文章在国际共产运动史上，似是少见的；在中国政党史上更是创举；这可说是由于我们发生争论，而得到的意外收获。这也是陈独秀先生的另一重要贡献，而为我和李达所共同致力过的。我们这个决定及其附带条件的解释，曾以中央的通告——书面的和口头的——传达给全党同志，并获得一致的赞成，从此再没有发生过“为什么要有生活费”以及“为什么有人领取有人不能领取”等等问题了。一般同...
065.我的回忆——被捕、谅解和团结（张国焘）.txt	15	29	29	193	3	会后不两天，陈独秀先生与马林做首次会晤。他们两人似都饱受折磨，也各自增加了对事势的了解，好像梁山泊上的好汉“不打不成相识”，他们交换意见，气氛显得十分和谐。马林表示一切工作完全由中央负责领导，做为共产国际代表的他，只与中共最高负责人保持经常接触，商谈一般政策而已。陈先生表示中共拥护共产国际，对其代表在政策上的建议自应尊重。他们这种相互谅解弥补了过去争执的痕迹...
066.我的回忆——为维护北大而奋斗（张国焘）.txt	5	9	9	472	3	我对全国学生联合会总务处的工作并不感兴趣，事实上也未正式就职。我所注意的是考察各地学生运动的实况。我发觉上海及各地学生会讲演方面的工作，赶不上我们在北京所做的。“到民间去”的风气很不普遍。为了要给各地同学一个榜样，我亲身在上海从事街头活动。我制了一些卖报的布袋子，发动同学们一齐去推销爱国书刊，进行像北京学生联合会演讲团一样的工作。我背了一个装满《每周评论》、...
066.我的回忆——为维护北大而奋斗（张国焘）.txt	7	13	13	271	3	当时全国学生联合会代表大会关于对北京政府的态度问题有些争执。上海和南方各地有些代表，表示出不承认北京政府和支持广州的南方政府的意向。北京和其他多数北方地区的代表，虽然同情南方政府，尤其反对北京政府在各地压迫学生，但仍不愿将这种态度公开表示出来。他们顾虑这样做会卷入现实政治漩涡，予北京政府进一步摧残教育的口实。可是，当听到陈独秀先生等被捕的消息之后，代表中就有...
066.我的回忆——为维护北大而奋斗（张国焘）.txt	8	15	15	302	3	我赶回北京后，得悉鲁士毅等十一位同学是由北京地方法院用拘票逮捕，将公开审讯。陈独秀先生则是由便衣警察到他家里把他架走的，至今下落不明。有些同学曾表示出一种悲观的论调，认为以前要求拒绝和约签字，惩办卖国贼，是声势浩大的爱国行动，政府不得不低头；可是现在情势有些改变了，暑假期中多数同学已经离开学校，捉去的只是北大一所学校的师生，是否能为了这件事发动一个轰轰烈烈的...
066.我的回忆——为维护北大而奋斗（张国焘）.txt	9	17	17	313	5	在暑期中，北京学生联合会和北大同学会的情景，显得不如“五四”到“六三”这一期间的那样热烈。各校同学离京度假的约占全体同学的三分之二，学生会的一部分重要人物到上海等地去了，一部分重要职员被捕了，还有一些从前较活动的同学，因避免被捕，不再露面或暂不返京。因此学生联合会经常工作的人员大为减少，并且换了一些生手，这样我的职责更加繁重了。我忙得至少有一个月没有回到自己...
066.我的回忆——为维护北大而奋斗（张国焘）.txt	11	21	21	442	7	八月底，鲁士毅等被捕已近两个月，北京地方法院才宣告侦察终结，正式开庭审讯。开庭的那一天，学生联合会组织了一千多人的学生队伍假称去旁听，实际是向法院示威，反对当局非法拘禁学生达两个月之久，要求立即释放。大批警察列队在法院门口，严阵以待，准备弹压。法庭旁听席上仅有的四十几个座位，早被同学们占住了，其余大队围坐在法院大门外不散。学生的辩护律师刘崇佑先生是一位有名的...
067.我的回忆——民国成立以后（张国焘）.txt	7	13	13	293	4	一般说来，袁世凯就任临时大总统后，局势暂时安定了。元年四月二十九日，参议院在北京开始集会，陆续制定了国会组织法、众议院议员选举法及参议院议员选举法，都经北京政府于八月十日公布；这些算是中华民国奠基的工作。一般革命人物多以为破坏业已告终，建设正在开始，应该转而注重于国会的选举运动。这种情势反映到我们学校里来的是：师生们对于国家前途多抱乐观，开始安静下来度教学生...
067.我的回忆——民国成立以后（张国焘）.txt	18	35	35	137	3	一波未平，一波又起。袁世凯公开背叛民国，帝制自为。一九一五年八月二十三日，筹安会宣告成立，通电各省，主张君主立宪。十月八日袁世凯公布国民代表大会的组织法，由所谓国民代表在各该省分别投票，决定“国体问题”。十月二十八日起各省就排演起来，伪造了“一九九三票完全赞成君宪”的结果。
067.我的回忆——民国成立以后（张国焘）.txt	19	37	37	167	3	那时各省纷纷组织“筹安分会”、“请愿联合会”等，排演一些假冒民意拥护“袁皇帝”的把戏。在签名劝进的闹剧中，有的为权势所逼，不得已而为之，有的趋炎附势，甘心附逆。我们的校长熊育锡先生独不顾危险，拒绝签名劝进，真是难能可贵。我和一般同学们看到这些丑剧，都为之齿冷；对于熊校长的义不帝袁，大家一致颂扬，往往竖起大拇指说：“熊猴子毕竟要得！”
068.我的回忆——在伊尔库次克（张国焘）.txt	12	23	23	431	5	饭后，我和威金斯基在寒夜的雪地上，步行回招待所。他似乎发现我神情中有些惊异，就向我解释：施玛斯基为了郑重招待外宾，所以特别的准备了这顿丰美的晚餐，虽然没有和客人长谈，可是他是很热情的。我说：“你说得太客气了，我们是同志关系，不能算是甚么外宾。”他恐怕我心里还有不满意，接着又表示：革命不能讲平等主义。十月革命初期，平等主义的观念非常盛行，一般革命者对于负责的同...
068.我的回忆——在伊尔库次克（张国焘）.txt	16	31	31	382	5	我们这些远东代表对晚会很有兴趣，常去参加。在晚会中，日本代表是比较出色的，他们集体或个别演唱许多民歌或工人歌曲，也可以表演一些柔道、摔角，以博掌声。朝鲜代表也不落后，常唱一些悲壮的革命歌曲或动人的民间情歌。只有我们中国代表毫无表现，既没有跳舞的习惯，又不会集体唱歌。但是，中国代表团人数最多，也最受人注意，在他们热烈的一再催促中国代表表演的呼声掌声中，我们这一...
068.我的回忆——在伊尔库次克（张国焘）.txt	17	33	33	236	4	俄国人，那时正在饥饿的状态下，因而平时所喜爱的户外活动便大大减少。他们过去爱滑雪和溜冰，可是无法得到滑雪与溜冰的器具，所以少数人只好做一种俄国乡间的“木城游戏”，竖立许多木桩，用很粗的木棒打去，以倒木桩的多少决胜负。这种游戏非常吃力，是一种取暖的最好办法。不过打多了，肚皮也要发生问题。当时俄国一般卫生状况很不好，医药设备很少。一般人的衣服很少洗涤，往往发生臭...
068.我的回忆——在伊尔库次克（张国焘）.txt	18	35	35	727	4	伊尔库次克的工会在工人区创设了一个“工人文化宫”。开幕的那一天，特邀我们全体代表去参加。远东局好不容易的借到两辆卡车，将各代表与远东局的工作人员密密的装了两车，送到那里。“工人文化宫”是工人区中一所最大最好的建筑，其中有各种的设备，可以供工人阅览书报、下棋、饮茶、听音乐、跳舞、演戏、唱歌等等；按照当时的物质条件，确是费了一番大力量。可是书报很少，各种设备也非...
068.我的回忆——在伊尔库次克（张国焘）.txt	19	37	37	351	3	当时，苏俄对于“星期六工作日”的办法，是鼓吹得非常热烈的。各机关工作人员在星期六下午和星期日都要做些额外工作。代表们本来是可以免去的，但为了响应他们的号召，也很热忱的去参加。尤其是中国代表们不愿自居文弱，很想在工作中赛过日本代表或一般俄国人。头两次，我们被派到森林中去搬运木材。那些短节的大木，每节约一百磅重，由一个人抬；长的木料是更加重了，非两个人抬不可。从...
068.我的回忆——在伊尔库次克（张国焘）.txt	20	39	39	306	6	我们住久了，生活过得很腻。听说这里要举行苏维埃大会，大家赶着去参观。在一个大剧院里，到了八百多个苏维埃代表，女代表也很多。这些代表多是四乡来的，穿得破破烂烂；大会主席似乎是个农村工人，一样穿得很破烂。我们到达时，主席正在演说。我问陪我们同去的威金斯基：“他演说得很不错，是不是一位工人？”他说：“是的，这位工人在不久前还不大识字哩！”我说：“何以进步得这样快呢...
068.我的回忆——在伊尔库次克（张国焘）.txt	24	47	47	287	4	新经济政策反映到伊尔库次克时，一般人民都表示极不信任。新经济政策虽然准许商人做买卖，但商店仍旧家家关门，连理发店也没有恢复。农民虽在农业税宣布值百抽二十的政策后，还是不肯多种粮食。他们对于政府的纸币尤其不信任，人民之间几乎多是物物交易。代表们中有人曾问华侨：“俄国人为什么对政府这样的不信任呢？”所得到的答复大致是：“这种政府，如何能信任呢？过去已经将人民的财...
068.我的回忆——在伊尔库次克（张国焘）.txt	25	49	49	278	3	对于苏俄怀着满腔热忱的代表们，经过这两个月的体验之后，心中所发生的问题更加复杂了。大体说来，第一个问题是：苏俄将往何处去呢？这样落后的俄国，特别是这样荒凉的西伯利亚，如何能建设社会主义呢？第二个问题是：新经济政策将领导俄国的经济向哪一个方向发展呢？第三个问题是：所谓军事共产主义，与中国土匪的打家劫舍有甚么分别呢？第四个问题是：中国与俄国的国情相差这样远，是不...
069.如果你偷脚踏车（刘峰松）.txt	3	5	5	258	3	在非洲一个新兴国家，人民生活既悠闲又幸福，因为上帝给他们的资源太丰富了：只要在浅水一捞，就有鱼虾吃；在海滩一弯腰，就有椰子捡，椰子是他们国家的主要输出品。因为生活实在太好了，家中又装不下现代化的种种“奢侈品”，除非必要，否则是不工作的。他们每家都有整套的沙发，可是，他们宁愿坐在地板上，保持他们传统的习俗。无论在城市、在乡村，马路上到处有进口的脚踏车，不装锁，...
069.如果你偷脚踏车（刘峰松）.txt	5	9	9	139	3	最近报纸说，板桥有一位老师，“偷”了停放骑楼下的脚踏车去办事，“失”主掉了车子，很火大，放下工作，就四处去找了，结果，那么巧，在板桥车站前，把“小偷”给人“脏”俱获了。窃盗是公诉罪，不能私了，这位“小偷”老师，粉笔生涯完了；个人尊严，前途都完了。此事正为“杏坛蒙羞录”添一新章。
069.如果你偷脚踏车（刘峰松）.txt	7	13	13	226	5	少年法庭常有中、小学生上门，他们也是“偷”脚踏车，有的“偷”一部，有的“偷”好几部，有的好几个“偷”一部，有的好几个“偷”好几部，状况各有不同。为什么“偷”呢？第一、因为好玩嘛！骑一骑就丢，又不据为己有。第二、因为我们家的脚踏车掉了嘛！找一部来抵充。第三、零用钱不够嘛！“偷”了卖给收破烂的，换几个钱花花。在校园内，小朋友做错了事，打打手心就算了；但在校园外，...
069.如果你偷脚踏车（刘峰松）.txt	13	25	25	198	4	六、法官传你听宣判。辩论终结——其实，有甚么好辩论的，就是“一推”，把车子推走、骑走嘛！隔一个星期后就宣判了。这一天，最紧张，不知法官怎样判的。“唉！”你会叹一口气，垂下头来，在心里祈祷，请上帝帮个忙，要法官来个“从轻发落”。说来也真惨，自从“东窗事发”后，你就吃不下饭，睡不着觉，无心上学了，每天等这一天，等这个判决。自然，你和你老子又老老实实地站在法官面前...
