file	paragraph	line_start	line_end	char_count	score	snippet
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	5	9	9	405	4	“小学”——设在重庆望龙门两湖会馆内，面临长江，是一所家庙式的会馆房屋，在大门口挂一木牌，上写：“军事委员会特五团”。团长是特务王兆槐，实际上这是个特务机关迫害人民的秘密拘留所。它的主要部门叫做“行动组”，组长程永铭，是一个杀人无数的刽子手，副组长胡天放，还有组员数十人，专门从事绑票、逮捕、用刑、暗杀、活埋等捕杀人民的勾当。这一伙子歹徒，在白天，除留少数人值...
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	6	11	11	141	3	这里分为前后两层院子。前院即会馆的正院，除庙堂与戏台留做开大审用刑之处，其三面走楼，均用木板隔成房间：楼上做办公室，所谓办公室都是刑讯的处所；楼下则监禁着女“修养人”，及在当时社会上有声望被禁后受优待的男“修养人”。与我同时关押的，有个孔祥熙的亲信林世良和由山东绑架来的一个王师长。
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	7	13	13	239	3	前院戏台下面的角上，有一间很小的黑房子，仅容一人转身之处，做为重禁闭或被绑来的案情严重的人第一夜监禁之处。其余的屋子，每房监禁二至六人不等，每人有竹凉板可睡；但因前院有特务进出，不准“修养人”凭窗瞭望，更不能出屋放封走动。每室发小木盆一个，日给水一盆，所有全室的人洗面、洗脚、洗衣，全用这一盆水。被捕之人，因对外隔绝，不能取用自己的衣物，久不换洗，汗酸气味，弥...
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	8	15	15	257	3	后院原为会馆停放待运的棺柩之处，很小，用木板隔房数间，监禁男“修养人”。因屋窄人多，睡在阴湿的地下，挤得连身都不能翻，大家只有侧卧而眠；如想翻一个身，就得全体都要转动一下。室内放一尿桶，臭味难闻。跳蚤、臭虫，触目皆是，连老鼠也都日夜出动，毫不惧人。如解大便，则由武装警卫押至厕所。既无水洗面，又不能理发，所以被关几天之后，均成胡须满腮、蓬头垢面。“修养人”终日...
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	15	29	29	269	3	在这个处于深山峻谷中人间魔窟里，被囚的人，都被折磨得残废、精神失常、浮肿、夜盲、记忆力衰退，最后不免一死。被送到这个集中营的，都是属于案情严重、判刑三年以上、或无期徒刑的。还有一种，是世界任何法律上所没有的名词，叫做“不定期”的长期监禁。当时被关押的以“不定期”的人为最多，约占半数以上。被关押的人，在“小学”时，大家是以“日”计算自己被囚的时间，在“中学”则...
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	20	39	39	161	3	特务头子周养浩还无耻地说：“你们这些人，住在大圈圈内的小圈圈里，小圈圈里又有黄金圈（即土墙），黄金圈里黄金屋，又有人保护，有吃有穿，这是世外桃源，还不好啊！”就是这样的日复一日、年复一年地折磨、损耗着无辜人民的身心；再加上处于丛山深谷之中，与世完全隔绝，置身于人间魔窟之中，常有“长夜漫漫何时旦，不知人间今夕是何年”之感。
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	22	43	43	295	3	在我被监禁到集中营的那年，监狱负责人已换为大特务周养浩。周养浩的阴险手段，欺骗着不少的人。黄显声先生曾经告诉我一件事：在一九四四年时，黄先生和周同去玄天洞探看杨虎城将军，在饭后闲谈时，杨将军对黄先生说：“军统局上上下下没有一个好人，只有周养浩这个人还有点良心。”这是由于周的骗术高，以致使秉性耿直、胸怀磊落的杨将军受其蒙蔽。在一九四九年时，特务密谋杀害杨将军，...
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	25	49	49	186	3	他的办法，是以“改革狱政”为名，迫使一些知识分子或原在社会上有声望的人，参预讨论制定所谓革新办法，成立生产机构，把一些“修养人”由“斋房”里提出来工作，称为“工作修养人”，发给极少津贴，与监狱的职员同住、同食、同劳动。在一九四四年时，参加这种劳动的人达八十余人，其中所谓“工作修养人”有七十人，职员仅有十余人。这年十二月日寇打到贵州，释放了二三百人，组织机构才...
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	26	51	51	156	3	这里还要说明一点：在“修养人”中有“同志”与“非同志”之分。其所谓“同志”，是指原为军统分子，因违犯军统纪律而关起来的特务分子；所谓“非同志”，是指社会上被绑架来的人。造“修养人”名册时，这两种人是分开造册的。在每年一次的“四一”大会时，只有属于“同志”名册内的人，才有被赦免的机会。赦免对“非同志”是不适用的。
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	27	53	53	170	4	在“工作修养人”中，“非同志”占绝对多数，“同志”占极少数。这是为什么呢？因为“同志”均是军统分子，有打“小报告”（即告密）的权利，可以随时向军统局打“小报告”。“非同志”完全在周养浩控制之下，不怕泄漏他的秘密，所以他认为提用“非同志”为“工作修养人”比较可靠。虽有少数属于“同志”的“工作修养人”，也是经他再三考虑，不致做“小报告”的人。
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	28	55	55	152	3	在财务上，会计室与第四组生产部门的会计股是严格分开的。会计室属军统局会计处，它的职责是要按年度预算逐月向上报核决算。第四组的会计股则掌管大小十三个生产单位的财务，不向上报销，由周养浩自行支配。所以狱中生产就等于周养浩个人自办的企业，尽量剥削“修养人”的劳动生产力，以饱其私囊。其生产营利的门路有如下数种：
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	39	77	77	102	3	这些人中除大家熟知的共产党员罗世文、车耀先和黄显声、宋绮云等外，还有一些从来不问政治的人，也在反动头子蒋介石“宁可错杀三千，不可放过一人”的疯狂叫嚣下，任意罗织关押，甚至杀害。现就我所接触的人中举一些例：
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	40	79	79	530	5	一、石作圣、李仲达、陈河镇、苏文玉：他们四人是抗战时期，由山东流亡到四川来的青年学生，原在四川省绵阳县国立六中读书。学校名为优待流亡学生，官费读书，实则一天两餐稀饭，不能充饥；在病饿交加的情况下死了很多学生。他们四人为了求生，听说重庆的国立中学对学生的待遇要好些，就将仅有的衣物当卖后，做为途中伙食费用，相伴由绵阳步行到重庆，走到重庆近郊歌乐山上，发现“中美合...
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	42	83	83	418	6	三、萧明、夏文秀：一九四四年春天，由重庆送到集中营一批“修养人”。从中我突然看到我的同学萧明，至为惊异。萧明和我是在北平女一中时同班三年，感情很好，想不到在这魔窟重遇。她曾将她们被捕情况悄悄地告诉我。原来萧明在上海读大学，她的义父黄绍竑要替她做媒，将她介绍给国民党第三战区一个集团军司令王敬久。她和她的大学同学夏文秀从上海来到上饶，与王敬久相见后，看到王是个不...
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	43	85	85	275	4	四、杨惠敏：就是在上海向坚守四行仓库的抗日八百壮士献旗的女童子军，来到重庆后，亦遭逮浦，监禁在重庆石灰市缉查处看守所内很久。她的罪名是偷了胡蝶的行李。但据杨说，当她由上海逃出时，胡蝶确有部分行李托她帮忙带了来，但在出沦陷区前被日寇发觉，全部扣留，连她本人及亲友的行李同遭损失。她到重庆时，适值胡蝶与戴笠姘居，胡即利用戴的魔爪将她监禁，长期不放。此事萧明曾和我谈...
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	45	89	89	420	4	六、郑老头：郑老头子是反动头子蒋介石的亲生哥哥。他是在一九四四年被送到贵州集中营来的。初来时只有他一个人，不久又从河南乡间将他的老婆和一个十六岁的女儿接来同住。集中营对郑老头子一家特别优待，在营内特新建房屋一栋，与大汉奸周佛海家属分住，自办伙食。我当时在会计室工作，每月给郑家的生活津贴，都叫我送去。据郑老婆子告诉我说，郑老头子行大，蒋介石是老三，当时因河南灾...
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	46	91	91	261	3	七、大汉奸周佛海的一家：从周佛海公开当了汉奸以后，军统局的特务就把他的母亲、妹妹、妹夫、岳父、岳母、小姨妹（三岁），从湖南接到集中营来关押。后来新屋建成后，将他们全家搬进新屋，自开伙食，十分优待。特务们对周母都尊称为“周老太太”，她年老多病，都是由重庆、贵阳等地特请中、西医为之诊治；病重时，即送贵阳医院；死后，戴笠特由重庆赶到贵阳，披麻戴孝三叩首，痛哭流涕，...
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	47	93	93	212	5	八、黎洁霜、王振华全家：王振华原在重庆某学校教书，其未婚妻黎洁霜在重庆女师学院读书，一九四〇年时，王振华以“托派”罪名被逮捕。黎洁霜在王被捕后，四处打听，欲往探视，被军统特务查觉，将黎也逮捕。她被捕后，想能与王相见，就伪称自己也是托派，并已与王结婚。到一九四六年由贵州集中营转押至重庆白公馆，两人住到一处，生了两个孩子。一九四九年十一月重庆解放前夕，其长子三岁...
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	50	99	99	489	8	一种是假称释放，中途悄悄杀害。如像对共产党员张露萍等七人，就是以释放为名进行杀害的。事情是在一九四五年的夏季。一天雨后的上午，“义斋”女管理员张家启通知张露萍收拾行李，开释到重庆报到，并备有专车，马上就送他们走。张露萍从张家启的面色上观察出情况不对，就马上梳头、整容，换上一件浅咖啡色的薄呢连衣裙，从容走出“义斋”，到会计室办理领取自己财务的手续。她取出红宝石...
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	52	103	103	163	4	一种办法是，伪造“空袭警报”。因当时日寇飞机常来轰炸，有空袭警报时，“修养人”就被带出躲避，他们就利用这种机会伪造空袭警报，忽然间打锣鼓、放警报，各斋房的“修养人”，分别由看守员带领到各山坡或坟堆处躲藏，远近皆有。刽子手们就将其谋杀的对象带到稍远的山凹中，出其不意，开枪击毙。因此，每放空袭警报时，个个心中紧张，此去生死莫卜。
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	53	105	105	164	4	再一种办法，叫做“拔草”。即在天晴之日，突然命令“修养人”外出拔草，本来“修养人”长期监禁牢室，能有外出活动活动的机会，是令人高兴的事。被指定去拔草的人，由看守员带到附近山坳处拔草，三三两两分在各处，正当拔草之际，由事先安排好的刽子手突然开枪，击倒预谋杀害的对象。因此，大家一听说要“拔草”，人人心中紧张，不知又有几人死于非命。
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	55	109	109	103	3	在绑架逮捕方面也都是采取诈骗手段：如事先探明被捕人的亲友姓名住址，假借亲友约会进行绑架；或以请客为名从事绑架。黄显声将军在汉口被逮捕时，即以战犯陈诚出名的请客帖子邀请赴宴，黄信以为真，前往赴约，就被逮捕的。
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	57	113	113	343	8	使用酷刑，在集中营更是家常便饭。在一九四三年时，男“修养人”李超民（即李任夫）与女“修养人”张露萍（共产党员）相互恋爱，秘密通信，张能诗善文，擅长话剧和球类运动，被囚入集中营时，即为特务周养浩所垂涎，多方设计，意欲染指，曾以个别谈话为名，提张至其办公室图加污辱，张在激愤之下，打了周养浩两记耳光。周被打后，怕丢人，但又不便发作，只得伺机报复。适遇李超民与张露萍...
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	59	117	117	235	3	对女“修养人”的蹂躏污辱，更是残忍无耻。如：周大全，是湖北沙市人，十二三岁时，在沙市日籍人办的医院中学护士。不久，抗战发生，院长河北外男被逮捕，在重庆南区公园以国际间谍之罪，公开枪毙。周大全、金光珍、邹世秀等三个女护士，同被逮捕，押至重庆转到集中营后，就把她三人提出在医务室做护士工作。当时周大全仅十六岁，周养浩以洗沙眼为名，每日上午指定周大全到他的办公室给他...
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	60	119	119	343	4	军统特务不仅对被关押在监狱的人进行残杀，即在集中营附近的农民，亦常遭其毒手。在一九四四年秋季时，我与陆朵云、邹志英（邹原为戴笠的姘妇）三人住在一室。此屋就在饭厅附近，有一天夜里，我们熟睡以后，被叫喊呻吟之声惊醒，不知在饭厅里发生了什么事。我们住在屋里，夜间虽不锁门，但不准外出。这时听到这种不停的叫喊，不禁心惊。和陆朵云商量后，我就悄消溜出来，伏在饭厅的窗口探...
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	61	121	121	151	4	可是两天之后，即将我们迁到大操场网球场尽头的一间阁楼上去住；入夜后，不准我和陆朵云出阁楼一步。过后，我问黄显声，那个被吊打的老汉是哪里来的？为什么受这样的刑？他告诉我说：这个老汉是附近的农民，因在青黄不接时卖了青苗，现在还不出粮，给绑来逼粮的（黄显声在集中营行动比一般人自由些，因此有些事情他能听到）。
016.我所经历的蒋特三个集中营的内幕（黄彤光）.txt	62	123	123	341	7	事有凑巧，我们迁住的阁楼靠近第二道围墙，武装警卫队队部就在围墙外面。有一天夜里，我们又被墙外呼吼之声吓醒：只听到众多人同时“啊”、“嗬”的呼啸吶喊。喊声过后，沉静片刻，又喊一阵；就这么反复地停停喊喊，将至天明。我们不能外出，不知外面发生了什么事，心惊胆战地等到天明。到第二天集中营里一切照常，看不出什么新情况；我心中不解，就找机会问黄显声。他悄悄地告诉我，他也...
017.军统局局本部的日常规章制度（赵广庆）.txt	4	7	7	314	3	办公开始，说闲话吹牛皮的一概没有。以第二处为例：收发、档案股人员，把情报分门别类，送给各主办人员。主办人员拟具处理意见，除存查的以外，在文件扉页上，分别注有拟办、批示、拟稿、判行、缮写、校对、监印、封发、归档等栏目，并注明每一过程经办的时间，用卷宗移交给对方。卷宗的颜色，紫的为极机密；红的为最速件；黄的为速件；白的为一般件。每种文件经办的时间，都有一定的期限...
017.军统局局本部的日常规章制度（赵广庆）.txt	9	17	17	294	3	我由特种政治问题研究所政训班来这里报到的当天，就发给一张比名片稍大的临时出入证和一个日本造的防毒面具。不久换成布面烫金的蓝色出入证，号码是二二九，内容有姓名、性别、年龄等。栏目简单，如被外人拾得，不仔细看清相片上的钢印，很难知道这是哪个单位颁发的。外出时交给大门口值班室，有专人保管；归来时喊号码取回。在重庆的公开及秘密单位，有接洽公务或参加纪念周及开会的军统...
017.军统局局本部的日常规章制度（赵广庆）.txt	14	27	27	314	4	会客室有高级沙发，有名茶好烟招待；室内外有多种花卉盆景，芳香馥郁，沁人肺腑；墙壁上有妙手丹青，中外巨作。乍一进入，确实给人以清新明快舒适之感。虽如此，戴笠还不满意。有一次他在纪念周大会上，不知为点什么小事，对接待人员大肆批评说：“外边不少的人，已经在骂我们是土匪强盗、杀人放火的红胡子，这还不够丢脸吗？你们不惟不在这方面做点挽回影响的工作，相反的还制造新的问题...
017.军统局局本部的日常规章制度（赵广庆）.txt	16	31	31	303	4	特务们对外信息的畅通与否，直接表现出公民权利与自由的完整性，及军统对成员的信赖程度。督察室有充分的把握和信心认为：“如果一个钻入军统心脏的间谍分子，想在这种通信方式中达到某种目的，那将是最愚蠢的人，也将是徒劳的。”因此对成员们的来信，他们十分认真地逐个单位、逐个人，规规矩矩地以最快的速度送到他们的办公桌上。如果是挂号信件，还得亲自签名盖章后接收。职员们有时也...
017.军统局局本部的日常规章制度（赵广庆）.txt	19	37	37	272	4	中晚餐食是四菜一汤，都很丰富，其中一个菜必是牛肉。因为每天工作人员都轮休，全桌团圆就餐的很难见到。菜碗大、量多、货真价实、味道可口。说句真话，几个人单纯吃菜，足可大饱肚皮。戴笠在纪念周大会上，经常煞有介事的向总务建议：“我们的同志这样辛苦，如果吃穿没有保证那是不现实的，绝不许可的。”每个月多少工资，扣多少伙食，我从来不知道。因为工资袋上栏目一大串，有这样、那...
018.深夜怀友（叶公超）.txt	2	3	3	234	3	我是十五年回国后在北平才认识胡适之先生的。那时徐志摩住在中街，每星期四中午“新月”的朋友们都到志摩家里去聚餐，适之也常来。志摩常好开玩笑，向适之介绍我说：“这是一位T. S. Eliot的信徒。”我马上就改正志摩：“我不是一个信徒，只是一个Eliot的读者。”适之微笑着说：“佩服，佩服，我听说Eliot的诗只有他自己懂，我还没有测验过自己，据说他是主张用典故...
018.深夜怀友（叶公超）.txt	4	7	7	189	4	从前上海的左翼作家，在鲁迅领导之下，曾向他“围剿”多次。他也答复过，有时占点便宜，多半是吃亏，但是他的文字始终是坦率而纯笃的。刻薄是与适之的性格距离最远的东西。他有一种很自然的淳厚，是朋友中不可多得的。前几年大陆上在“清算胡适之”的时候，他收集了许多篇文章，拿出来给我看。他说想写一篇总答复。我劝他不必。我说一个处女怎好和一群强盗打交代，况且文字在政治斗争中并...
018.深夜怀友（叶公超）.txt	6	11	11	293	6	适之是一个有广泛兴趣的人。为提倡一件事或倡导一种学术的动向，他总喜欢挺身而出，并以全力赴之。他是一个最容易起劲的人。因此不免常常要遭遇到人家的批评，但是从未因而退却。几十年来的唯一动机是在提高中国的国际地位，迎头赶上西洋的进步，而且无时无处不反映着他的爱国热忱。我知道他从没有在外国做寓公的思想或计划。有一天他和我在纽约同席，主人是一位美国知名的学者，席间有一...
018.深夜怀友（叶公超）.txt	8	15	15	349	6	适之是天性乐观的人，容易被人家的新计划新观念打动，也容易满腔的热忱顿时就消沉下去。但是他不会因而改变他的乐观态度，希望是他的动力。因此，他的康健也受到这种“动”的性情的影响。这也正是他可爱可敬的地方。我常说文明的人类可分为笑与不笑的两种，适之无疑的是属于常笑的。我很少见过他长期的发愁，笑的曙光总是从一片乌云里再透射过来，使希望又变成他生命的泉源，恢复他那青年...
019.我看胡适之先生（蒋廷黻）.txt	10	19	19	138	3	他反对国民党吗？不，他不反对国民党。他希望国民党成功。但他反对国民党的某一些政策和作法。在这方面，我可以谈一点内情。当他自驻美大使卸任，以一个平民身分留居在美国的时候，从来没有批评过政府或政府的领袖们。他对我说：“假如我要批评我们自己国家的政治，应该在台北批评，不是在纽约。”
020.胡适之（温源宁）.txt	2	3	3	400	3	适之绰号“胡大哥”并非偶然。梁漱溟多骨，胡适之多肉；梁漱溟庄严，胡适之豪迈；梁漱溟应入儒林，胡适之应入文苑。学者也好，文苑也好，但适之是绝不能做隐士的。一人性格，大概难于分类，也大可不必分类。我想六分学者，四分才子，二分盎格罗撒克逊留学生，约略可以尽之。也许加了三分学究气，减了三分才子气，适之的应酬可以少一点，学术著作可以丰富一点，但如此便少了一团蔼然可亲之...
021.胡适之先生（朱文长）.txt	2	3	3	358	5	就在蒋校长那次召集的学生大会上，我们见到适之先生的气度和他那种民主精神。当时他继孟邻先生之后上台训话，一开口，台下就起了哄。反对他的（多半是左倾学生），踏脚、嘶叫，用喧闹来盖他的演讲。拥护他的（多半是右派），用更高的声音来维持秩序。来压制反对者的喧哗。顿时会场上紧张起来，形成了对垒的两派，他的声浪也就在两派的叫嚣中起伏着，断断续续送入我们的耳鼓。这是篇苦口婆...
021.胡适之先生（朱文长）.txt	3	5	5	292	4	他有着宽阔的前额，这表现着他宽阔的心胸。一副阔边眼镜，一副常笑的面容，使我们感到他常是很愉快的。他似乎没有悲观或消极这两种情绪存在，即使在最可虑的时候。二十四年十一月二十号前后的某一晚上，我从他家搭他的汽车回校，他用严肃的语调告诉我：“也许明天，五色旗就要挂出来，‘华北国’就要宣布了！”这话闪电似地打击着我，我呆了，千万道的忧思袭上心来，感到：“大祸终于来了...
021.胡适之先生（朱文长）.txt	7	13	13	224	3	他有一个本子，叫做“每天一首诗”，一页一首，各朝各代的都有。每天他抄一首进去，是限定要背出来的。这大概是写中国文学史的预备功夫吧。他也写日记，有时记得很长，有时记得很短。书桌抽斗里有一大盒大大小小各样各色的图章，其中刻得最多的是：“只开风气不为师”。据说是提倡古文，办《甲寅》杂志的章士钊先生和他合摄了一张像，还题了一首白话诗赠他，大意是恭维他为白话文大师，并...
021.胡适之先生（朱文长）.txt	9	17	17	253	5	适之先生在校中开的课是中国文学史和传记研究，传记研究是研究院课程，而且要缴几万字的论文，选修的较少。文学史则是一门极叫座的课。他讲《诗经》，讲诸子，讲《楚辞》，讲汉晋古诗，都用现代的话来说明，逸趣横生，常常弄到哄堂大笑。他对于老子的年代问题和钱宾四（穆）先生的意见不相合，有一次他愤然的说道：“老子又不是我的老子，我哪会有什么成见呢？”不过他的态度仍是很客观的...
021.胡适之先生（朱文长）.txt	11	21	21	203	4	二十二年长城战役后，他曾为三十五军（傅作义部）抗日阵亡将士写了一篇白话文的碑记和墓铭，这是有史以来第一篇白话墓志铭，由钱玄同先生写了，刻成碑，立在大青山的烈士公墓上。二十四年夏他受傅将军邀去绥远旅行，那时正是中日“亲善睦邻”的时候，这碑奉军委会北平分会之命封掉了。他们看着这被封的碑，“大家纳闷，都有些伤心！”（二十四年夏他曾作一文评述河北事件，以此为题）于是...
022.适之先生二三事（黎东方）.txt	3	5	5	188	4	文章，他每天都写，然而写得不多，只有五百字左右。他告诉我：“每天写，成为习惯，便不觉得吃力。写得太多，就写不好。”最近，一个月以前，我到福州路思亮兄的住宅去看他。我谈到他的字，称赞他的字秀雅，似乎是痩金体的加肥、加力。他说：“我一生吃亏，只会用毛笔写正楷，不会写草字，而且反对写草字。草字叫人家看不懂，叫人家浪费时间去猜，又常常猜错，对不起人家。我写正楷，最受...
022.适之先生二三事（黎东方）.txt	5	9	9	111	3	他是一个真诚而纯挚的学者，同时也是一个极民主而“平民化”的大师。“人之有善，若己有之”这八个字，他当之无愧。他见到肯用功的后生小子，完全看做平辈一样，一本正经地如切如磋，虚心讨论。讨论之余，他又主动地设法帮助这些后生小子。
022.适之先生二三事（黎东方）.txt	6	11	11	412	5	每次，我和他谈话，都毫无局促之感。我知道，对他说错了一两句并不要紧。他也骂错我两次，我竟然学会了他的宽宏大量，笑而不辩。其实，我何尝不气。第一次，在纽约，他要出去和张平群先生到成衣店制西装，我在电话里说：“榜德（Bond）最好。”他在电话里骂了起来：“你糊涂了！榜德在伦敦，不在纽约。”我气得发抖，颇想写封信告诉他：“现在（一九四九年）纽约也有了一家榜德，离开...
022.适之先生二三事（黎东方）.txt	7	13	13	523	4	事后，我自我检讨了一番，觉得生平的确有过若干次轻诺寡信之事。奇怪的是：这些事适之先生并不知道。不知道，而突然斩钉截铁，下了如此不留情的断语，可能是适之先生有过人的知人之明，也可能是他老人家一时情急，怕我给他的好朋友梅部长增加麻烦，便重重地压我一下。对于适之先生，我的的确确失信了一次。这是我毕生的遗憾。在民国二十年的冬天，我和他谈起巴黎复兴书店所出版的一套法文...
022.适之先生二三事（黎东方）.txt	8	15	15	254	4	大前天（适之先生逝世的前一天〉，我去南港。中研院图书馆的蓝主任带我参观该馆珍本的预展。顺便，我指了馆中的几十册《人类进化史》给蓝主任看。我说：“我真对不起胡先生。倘若我一直不做别的事，而专心翻译这一套书。从民国二十年到今天，已经有了整整三十个年头，虽不能译完一百册，也至少译了三四十册。不比干任何别的，更有意义么？”蓝主任说：“对啊！何不跟胡先生谈谈，旧事重提...
022.适之先生二三事（黎东方）.txt	9	17	17	277	4	我之所以去南港，正是为了送一部《细说清朝》给适之先生，请他指正。王志维先生告诉过我，说适之先生已经预约了《细说清朝》。我听到这消息，很感动。适之先生在病中，仍在注意我们这些人的生活情形，而加以鼓励。我到了福州路，向适之先生说：“我应该赠送您一部，不敢劳您破费预约。”适之先生说：“你送我一部，更好。我留下你签名送我的，把预约的那一部转送中央研究院。”他又说：“...
023.追忆胡适之先生（蒋复璁）.txt	2	3	3	186	3	胡先生逝世了，真如天上巨星的陨落，一刹那间使天地变色，我真不知如何来叙述我的哀悼，前年他的七十初度，送了一副寿联：“墨家救国，儒家修身，硕德耆年仁者寿；汉学考经，宋学论道，金声玉振圣之和。”我明知他不喜欢对子而送的，因为我感觉到，这是我对他一个正确的看法，我只能用这个工具，来表达我这个四十年前最平凡的学生对他的崇敬，好像这篇文章一样，用笨拙的文字来表达我拉拉...
023.追忆胡适之先生（蒋复璁）.txt	4	7	7	563	4	我在哲学系听过胡先生讲授的中国哲学史、西洋哲学史、中国近世哲学及论理学。《中国哲学史大纲》上册已经在商务印书馆出版，中册未出，但是两汉及魏晋的一部分，已经发过铅印讲义四十余页。因为他想在佛学方面用一番功夫，所以没有发下去，不过他自己恐怕已有成稿了，恐因谦虚而没有发表，其实他的《陶弘景的真诰考》、《四十二章经考》、《楞伽宗考》、《神会和尚遗集序》、《坛经考》、...
023.追忆胡适之先生（蒋复璁）.txt	7	13	13	245	5	几年前我在宴会上与一人讲某一人对我们两人的旧事，他就向我说：“慰堂，你们为什么这样不宽容人啊？”当时我真感到惭愧。胡先生论学，则明辨是非，毫不假借；至对人则一切宽容，无论别人如何待他，他一律宽容，绝不计较。他虽不信宗教，但是他的慈仁爱德，实不可及。我想，凡是与他相识，没有不感染到的。许多人说他打孔家店，其实打孔家店的是吴虞，并不是他，不过他亦不辩；而他的行为...
023.追忆胡适之先生（蒋复璁）.txt	8	15	15	312	4	上年有阿根廷大学哲学教授Quiles博士在日本研究禅宗，住了三月，到台北访问，我陪他去看胡先生，同去的还有几位天主教研究哲学的神父，胡先生费了一小时，说明了禅宗的历史与思想，这位教授大为高兴，出来对我说：“在日本住了三月，不如此一小时的得益。”所以胡先生在世多活一日，对国家有一日的好处。总统说，现在中国的教育家是国家之宝，则胡先生实是宝中之宝。我想，没有一人...
024.胡适之先生哀词（毛子水）.txt	3	5	5	382	4	荀子说：“学莫便乎近其人。”我认识胡先生，已有四十多年了；我知道胡先生非特是“经师”，亦是“人师”，已有三十多年了。在这三十多年中，大半的时间，我是常有机会亲听到胡先生的话言、亲见到胡先生的行事的。这可以说“近其人”了。而我并不是没有“高山仰止，景行行止”的志向的。但现在回想起来，觉得胡先生伟大的地方，我并没有痛下决心去学，所以更讲不到学得怎样了。他的忠恕、...
024.胡适之先生哀词（毛子水）.txt	5	9	9	165	3	在胡先生去世的晚上，有好几位新闻记者问我：“胡先生一生对国家最大的贡献在什么地方？”我的回答大概都是这样：“胡先生一生努力，要使我们中华民国成为现代世界上一个第一等的文明国家。这便是胡先生对我们国家最大的贡献。”他对教育上种种的主张、他对学术上种种的提倡、他对政治上种种的希望，都是因为要使我们国家成为一个第一等的文明国家的缘故。
024.胡适之先生哀词（毛子水）.txt	6	11	11	232	5	要使我们国家成为一个第一等的国家，必须提高我们的文化。因为这个缘故，胡先生对于一切合理的改革都极端赞成。但无论在政治上或风俗上的改革，他只赞成用和平的方法，而不赞成用激烈的方法。就是他所主张争取的民主和自由，他亦只赞成用和平的方法去争取，而不赞成用武力去争取。如果说他主张用武力，那他的武力便是言论的自由。这个言论的自由，他亦想只用合理的言论争得。“其争也君子...
024.胡适之先生哀词（毛子水）.txt	8	15	15	394	3	近来社会中有一种奇异的现象，就是有一班人，揭橥“中国文化”的招牌以骂詈胡先生。这是我所不能了解的。在我生平所认识的人士里面，言行不苟，合于我国古来圣贤法度的，为数很少；而胡先生可以说是在这些少数人士中的头几个里。实在，凡中外古今圣贤伟大的地方，胡先生没有不努力则效、不努力实行。他所以为中外有识人士所同钦，非特因为他的学识，尤因为他的品行。无论我们把“文化”当...
025.胡适的生活和娱乐（石原皋）.txt	8	15	15	506	3	徽州的饮水含矿物质较多，是一种硬水，须要多吃一些动物脂肪，肠胃才舒适些。徽州菜的特点是荤油重、味咸，适合于当地环境。胡适十年在外，口味虽有改变，但幼年的习性还是不容易改变的。因此，他一生最爱吃徽州锅。所谓徽州锅，并不是徽州人普遍食用的，乃是我们绩溪县岭北乡的居民最常见的食物。凡是遇着节日、请客、婚姻喜庆，一般都是吃锅。它的做法是：炊具是用大号铁锅，材料是猪肉...
025.胡适的生活和娱乐（石原皋）.txt	16	31	31	475	3	胡适在上海大舞台看过戏，觉得那时做戏的人还是赵如泉、沈韵秋等那些老艺人，没有一个新出的角色。那时，他也在上海游过先施乐园和大世界，看到男女杂坐，不分贫富老少，短衣的人尤多，他说那里真是平民的娱乐场。到北京后，他也到同乐园看过韩世昌的《游园惊梦》，陶显庭的《山门》，侯益隆的《闯帐》。但他特别赞赏的是京剧名坤角孟小冬的演出。我到北京时，演京剧的谭老板早已不在人间...
