file	paragraph	score	markers	text
018.吁请张学良先生.txt	8	12	问|说|自由|张学良|蒋介石|胡适	去年张学良先生九十大寿，他终于打破了五十四年的神秘与沉默，开始说了一些话，可惜的是，在一些关键的节骨眼上，张学良先生却表现出奇异的反应与诠释，颇令欲知人间真相的国人失望。事后，史学家汪荣祖教授曾以《张学良的“自由”问题》，为文惋惜，文中指出：“研究张学良以及西安事变者，曾遇到许多问题，主因是有些当事人不说话（如张学良本人），有些当事人说假话（如蒋介石）。不过，经过五十多年的岁月，问题虽未完全解决，至少一个最根本的问题已经澄清；张学良不是蒋介石、胡适之、傅斯年所说的‘叛徒’，而是一真正的爱国者。张学良本人在他九十生日时，也欣然接受此一论定。”“但是当他过九十岁生日时，却产生了新的问题，他的自由问题，他九十生日谈话的录像，于今年6月6日晚间由台北华视《新闻杂志》上播放。当问起他自由、不自由的问题，他很不高兴，他说：‘这是那些反对政府人的说法，拿这个来做名堂、做文章。我今天要上哪里去，就上哪里去，没有什么问题！’”“没有什么问题吗？张学良在美国有亲人，四十多年来不想去那里看看吗？还是不让上那儿去呢？张学良继承父业，发迹东北，今日成千上万台胞竞赴大陆，张学良不想回东北看看吗？还是‘不方便’去那儿呢？即使在台北，也许他今天要上哪里去，就上哪里去，仍然没有不通报管束他特务们的自由，因为蒋介石的‘严加管束’的命令，至今并未明令解除。一个在法令上仍被‘严加管束’的人，会是一个自由人吗？要平反张学良，官方必须要承认蒋介石的不公、不义与错误，其他任何动作都是瞎扯淡！”“张学良因蒋介石的不公、不义与错误，而丧失了五十多年的自由，成为有史以来遭遇到最长软禁的政治犯，此乃客观的事实，断不因任何人主观意愿（包括张学良本人在内）而能改变！”
018.吁请张学良先生.txt	9	12	问|说|逃|自由|张学良|蒋介石	汪荣祖教授又指出：“问题是，张学良明明丧失了自由，为什么要自己否认呢？李敖曾由心理分析指出，张学良被关久了，一则与关他的人认了同，二则反而因恐惧自由而逃避自由。张学良现在说，说他不自由是反政府人的言词，可见他不仅与剥夺他自由的政府认同，而且进而曲意袒护，益见他失去自由太久，心理问题十分严重。”“张学良若要解决此一心理问题，必先要认识到他失去自由的代价。所谓代价，不仅仅是他个人三十八岁以后的生命，呈现漫长的空白而已。假如蒋介石不假公济私，能守信义示胸襟，西安事变之后让张学良率东北军抗日，则抗日史上必会增加光辉的一页。即使东北军因抗日而全军覆灭，也足以可歌可泣。然而蒋介石先锢张学良，使张失去自由；后用权术瓦解东北军，使这支抗日意愿最高的军队，不能与仇敌一决雌雄，而随风消逝。东北军的无端消亡，即因张学良失去自由之故。张学良若思及东北、东北军、抗日以及国家民族，当知他失去自由代价的高昂。他不应嫌别人说他不自由而不高兴,实应痛惜不自由代价之高而愤怒。” “他被人整了五十四年、赖了五十四年、窝囊了五十四年，为什么不发一下脾气？发一点脾气才能面对‘不自由’、才不逃避‘自由’。他躲在警卫森严的高墙之内，他信教、他看破红尘、他不谈往事、他看不完《西安事变》影片，在在都是逃避。心理医生治病，首要病人面对现实而不逃避。张学良一旦幡然面对现实，治好个人的心病事小，由自己的口说出历史的大是大非事大，张学良这个历史人物活到九十岁，还不直笔写下信史，何以对得起东北、何以对得起东北军、何以对得起民国史？”
025.《独立评论》疑案质疑.txt	32	12	一天|最后|问|说	到了那一天，我到车站去接他。我想他一定会谈起《独立评论》的事，想不到他悠闲、愉快的和我说了许多话，却不提《独立评论》半句话。问题无法解决，我只有再去找宋。每天晚饭后，宋都要到铁狮子胡同进德社，和几个朋友谈话、休息，偶尔也打牌消遣。正好我去时朋友尚均未到，仅有宋一人，我把利害得失详细分析给他听，主张事情绝不要扩大，宋欣然接受。最后他说：
002.从国民党密件看青年党.txt	5	11	问|答|说|死|逼	前天（11月25日），我写了一篇《青年党的历史教训》，文中竟提出“十四年5月印于巴黎”的《中国青年党惩戒法》原本（第四十号），其中有对同志“处死”的条款，用来证明这个党是恐怖的法西斯，根本不是民主国家的政党，我动用这么坚强的证据以实吾说，谁还敢反驳呢？今早见报，青年党主席李璜又以团结号召宣传了，但对国民党每月给他们的两百六十万元该不该拿，却讳莫如深，竟说“青年党不能随便回答这个问题”！青年党主席为什么这样闪烁其词？因为他们明明已被国民党分化得不成样子。国民党对付青年党，最早是连“厕所里的花瓶”都不要的，而是要一网打尽。直到抗战以后，才收编他们为尾巴党。因为瓶功不小，甚至一度分到“农林部长”、“经济部长”干。到台湾后，身价更跌，被分化得更惨。惨到连国民党自己，都感到青年党太小了。我搜集到国民党“极机密”的文件——《中国国民党中央改造委员会会议决议案汇编》（中华民国四十一年12月），其中有这样妙文：一、第一九五次会议，1951年8月23日，“总裁指示：本党应以促进青年党之团结为宗旨，并宜明白表示如该党召开之9月9日全国代表大会，其领袖人物如李璜、左舜生务须出席参加，以示全党之团结。在李左二君未来台之前，希望大会延缓举行，以免分裂。”二、第三四七次会议，1951年5月29日，“总裁指示：青年党内部分裂，本党应促其团结，仍须继续调解，并以该党如能团结，则经费补助与人事可获整个解决；若仍分裂，则经费与人事将另行考虑之意，通知大华新村与新生南路两方。”由此可见，国民党党中央竟可控制青年党的全会、竟可命令“李璜、左舜生务须出席参加”、竟可控制“经费与人事”，以为逼之就范的条件，白纸黑字俱在，国民党还赖得掉吗？
008.跋孙铭九给张学良和李敖的照片.txt	38	11	最后|说|张学良|蒋介石|孙铭九	东北军军头已暗中输诚，一至于此；配合“分化解决”，一至于此；密送家眷做人质，一至于此……谁还营救张学良呢？可见，妄想与虎谋皮可以有利张学良、有利东北军，是完全错误的。所谓恢复公权了的张学良，其实照样软禁；而于学忠等军头的最后下场，最后也不见光彩。于学忠最后被调为军事参议院副院长的闲职，五十一军军长也干不成了。其实这种下场还算是好的，像吴克仁那样的军头，下场就更惨。吴克仁任六十七军军长，最后参加“八一三”上海保卫战殉职，蒋介石却硬说他投了敌，不给他进忠烈祠，六十七军的番号也给取消了。回想1937年3月1日，吴克仁由溪口经上海抵南京，发表谈话说“蒋委员长待东北军甚厚”，如今怎么个“甚厚”法，天下皆知矣！由上面惨痛的教训，证明了孙铭九他们对蒋介石采取根本不信任的态度，是正确的，而发生“二二事件”，也自有其道理。东北军军头不知善保台面，其愚固不可及也！孙铭九自从亡命陕北共区后，从此一直做着共产党的“客人”。据田雨时《东北接受三年灾祸罪言》，他在抗战胜利后秘密见到孙铭九，孙铭九说他绝非共产党或其同路人，他只是十年来一直受到共产党保护，但共产党“并不欢迎他这样的人”。不论事实的真相是欢迎还是不欢迎，孙铭九五十年来，一直一以贯之的唾弃了蒋家政权，他从青丝老到了白发，但却有着一颗不老的雄心，回忆当年张学良怎样叫他“小孩子”。
009.何柱国两篇《西安事变前后的张学良》书后.txt	5	11	说|杀|死|抓|孙铭九	孙铭九等在杀害王以哲的同时，还派兵包围了我的住所。幸亏我已避往杨虎城公馆，使他们扑了空，他们缴了我家中卫士们的枪，关禁了我家里的工作人员，尔后就跑到新城来抓我。我和他们在一个小会客室里会面，向他们说明主和的理由及其利害关系。他们大吵大闹，秩序极乱。 我也气愤已极，不知打了谁两个耳光，他们说：“这是杨主任的公馆，咱们是东北军，应该到外面去开会。”几个人上来架我，我说：“好，咱们走！为了抗日嘛，死了也不算什么！”正在这时，杨主任来了，挡住了他们。他气得拍着胸脯喊道：“我这里不许抓人，把他留下！你们这是干什么？谁叫他们这样胡干！”这时西北军的将领李振西等人相继到来，孙铭九等看到情势不利，只好退了出去。事后我才知道，事前杨主任为了防止不测，指示他的卫队，凡是进杨宅的人，一概不许带枪。不然王以哲被杀，我岂能独存！事后我亲自书写“再生之德”四字，做了一个银盾，送给杨虎城主任，以纪其事、以志其德。
009.何柱国两篇《西安事变前后的张学良》书后.txt	17	11	问|答|说|杀|孙铭九	2月2日早晨八九点钟，一些东北军干部聚集在孙铭九家中（我与孙同住启新巷1号），我也在。大家沮丧、愤慨，纷纷议论而无定见。孙铭九向我说：“怎么办？”我说：“照大家的意见办，怎么样？”孙说：“好。”于是，我向大家说：“副司令回来本来是有保证的，但王以哲、何柱国放走了 南京的十几个军政大员和五十架战斗机，使副司令回来失去了保证。按现在形势看，我们三方面团结一致，坚持要求，蒋也还是得把副司令放回来。因此，渭南会议通过了决议，共产党代表团本来答应我们，只要东北军意见一致，他们也和我们一致坚持。杨主任也是主张副司令回来再撤兵的。三位一体的王宅会议通过不要求副司令回来就撤兵，纯粹出于王以哲、何柱国的主张。他们两人这样不忠于副司令、出卖副司令，我们到底应该怎么办？”有人说：“杀掉他们俩！”又有人说：“于学忠和他们一样，也应该一起杀掉。”我问大家意见如何，当即又有人说于学忠和他们俩不一样，于学忠是被他俩挟制的。我们不应该把于学忠和他俩一样看待，我们杀掉他俩，可以拥护于学忠执行渭南决议，营救副司令。”于是我又问大家说：“我们除掉王以哲、何柱国，拥护于学忠执行渭南决议，不撤兵，坚持要求副司令回来，大家同意吗？”全场齐呼：“同意！”我又问：“有不同意的没有？”没有一个人不同意。于是杀掉王以哲、何柱国等人的事就这样决定了。
014.张学良心事探微.txt	3	11	问|说|死|自由|张学良	自从西安事变后张学良失掉自由以来，如今五十二年了！五十二年来，国民党从来没说过张学良不自由，一切张学良的隔世行径，都说出于张学良的自愿。今年蒋经国死后，由于外界的压力与质疑，国民党花样翻新，在报上登出一张学良签字的公开信式声明，自谓他在信仰方面，“多年前信奉耶稣基督，勤于灵修，颇有领悟，不问外事”；在生活方面，“怡然自得，深足自慰”“日常生活行动，一向自由”云云。可是如此声明后，仍旧难杜悠悠众人之口，所以趁这回圣诞节到来，国民党又推出“家庭礼拜秀”来昭示天下，并透过张学良之口，说出他“不只生活上自由，心灵也自由”的话，这话且由牧师转述并背书，张扬张学良的“信仰与自由”。
014.张学良心事探微.txt	25	11	最后|说|捉|张学良|蒋介石	看来不像是张学良和杨虎城二将军早先就有计划要兵谏蒋介石。张学良虽然过去一再规劝蒋介石去打日本人而一再失败，可是他从来没有放弃说服成功的希望。（10月29日）蒋介石到洛阳为他的五十岁生日“避寿”。张学良约阎锡山同往洛阳向蒋介石祝寿。任凭蒋介石不高兴，张学良还是一再旧话重提，请蒋介石改变政策。但是当蒋介石顽固地拒绝考虑改变政策以后，尤其是当蒋介石进而命令军队和宪兵，用武力残酷地镇压了抗议的学生以后，张学良和杨虎城才决定用武力解决。这种行动，中国人称之为“兵谏”。张、杨二将军用兵谏迫使蒋介石改变政策。他们曾经尝试过用别的方式规劝蒋介石。他们用说服、请求，甚至哭求等方式全都失败了以后，才选择这最后兵谏一途。捉蒋而兵谏之，方式虽然是不顾一切的孤注一掷，却是少帅自己慎重仔细考虑后所做的决定。这一决定，也得到杨虎城的支持，因为这是他能得到抗日统一战线的最后机会了。共产党人虽然曾经尽一切力量影响少帅，但事前对这决定也毫不知情。1936年12月12日捉蒋一事，他们没有责任，也没有功劳。
014.张学良心事探微.txt	45	11	问|说|杀|自由|张学良|蒋介石|孙铭九	但是，还有一个问题：当张学良仍在蒋介石的牢笼中时，为什么在西安的张学良部属要顺从地接受了他的命令？固然少帅与他的东北军有一种特殊的关系，可是在那种情况下要他们接受他的命令，他们还是难以理解。事实上，以孙铭九、应德田和苗剑秋为首的许多军官都主张：在他们的少帅返回西安以前，强烈反对释放蒋介石的部属和飞机。然而东北军中像王以哲和何柱国等更有力量的人物等，以同样强烈的态度赞成接受张学良的命令。他们相信他们更能理解少帅的心意，因为少帅一再誓言，一旦蒋介石停止内战而去抵抗日本侵略，他愿意支持蒋介石和中央政府，因此他们不愿违抗能领导各方面部队抗日的中央政府。他们也许还害怕他们的抗命会将少帅之得释变得复杂困难，所以他们决定立刻释放蒋介石的部属。释放之前，他们还像家庭饯别宴一样，以过分丰盛的筵席为那些人送别。几天之后，又让所有的军机离去。应德田在他写的《张学良与西安事变》一书中回忆，除了那些反对的部属，原来就非常过分听从蒋介石意思而不听从张学良意思的王以哲和何柱国二将军，自愿自动地放弃了重要的讨价还价筹码，因而大大削减了少帅返回西安的机会。应德田相信，蒋介石为了交换他的几十个高级部属和五十架飞机，是不会扣留张学良的。应德田又说，等到那些官员和飞机一回到蒋介石手中，蒋介石立刻把张学良送交军法审判。当王以哲和何柱国进一步顺从张学良的指示，和进一步屈从蒋介石的军事压力，而同意不以张学良的自由为先决条件的情况下， 撤走东北军时，反对的人们不能不怀疑王以哲和何柱国的动机了。例如，应德田就怀疑王以哲和何柱国已经被蒋介石收买了。这种被出卖的感觉不断增长，它乃是1937年2月2日兵变的真正起因。“二二事件”本来是要杀掉王以哲和何柱国，但只有王以哲被杀。不过这次事件很短命，也很失败。毫无疑问，东北军内部的斗争便宜了蒋介石，让他的部队很快就把西安接管到掌握中。
022.长叹犹怜张先生.txt	6	11	故事|骂|张学良	张学良这回没回大陆，朋友谈起，无不骂他。我却别有恕词。想想法国文学家那家猫的故事，即可思过半矣。
022.长叹犹怜张先生.txt	8	11	故事|问|张学良	用法国故事以喻张学良，或有不敬。也许，大丈夫四海为家，以台湾为家，也没什么不好。问题是，台湾对张学良这么伟大的人物而言，似不应止于小市民只认家的层次，因为张学良是大丈夫。
022.长叹犹怜张先生.txt	10	11	故事|问|说	想想大丈夫楚霸王的故事，也许我们有点线索。——在虞美人殉情以后，楚霸王带了八百名追随者突围南下。走到长江西岸的乌江，只剩下二十六骑。乌江亭长准备了小船，劝他到江东称王。楚霸王笑着说我当年带江东子弟八千人西征，如今谁也没生还，‘纵江东父兄怜我而王我’，我也没脸见他们了；他们即使不说什么，我难道不问心有愧吗？”因此，楚霸王不肯“回到自己的家”，他在外一殉了之。
023.龚忠武的《少帅纽约行有感》.txt	25	11	问|答|说|冤|张学良	我和张学良不仅那时素未谋面，以后也从未见过面，真可谓素昧平生。1964年6月，我赴台湾出席第十一届亚洲影展时，还曾有记者问过我要不要见见张学良，他们可以给我安排。我回答说：“专诚拜访就不必了，既未相识就不必相识了。”我还开玩笑对朋友说：“过去那段冤案好不容易弄清楚。现在相识，岂不又给骚人墨客以题目吗？”
025.《独立评论》疑案质疑.txt	6	11	有一次|问|宋哲元	这个刊物从来未曾受到中央政府的干涉，但曾受到过几次地方政府的为难。有一次是适之先生作文指摘广东省政府不该枪毙麻风病人，广东省政府不许这个刊物在省境内流行。另一次是陈衡哲女士的《四川游记》批评四川军阀不该讨姨太太，引起四川人的不满，最严重一次是有一篇讨论中日问题的文章惹出宋哲元要查封这个刊物。对于这些干涉，适之先生认为是办刊物不可避免的风险，不必大惊小怪，过些时候自会平息下来。
025.《独立评论》疑案质疑.txt	20	11	一天|说|宋哲元	冀察政务委员会在北平东城的外交大楼联合办公，由宋哲元委员长亲自主持，我是常务委员，也在那里办公。二十五年夏，有一天，将要下班的时候，秘书长杨兆庚（字镇南）拿了一本《独立评论》给宋看，说是上面登了篇文章。
004.陈立夫，你为什么不早说？.txt	30	10	结果|说|杀|抓	这不是明明点出，暗杀廖仲恺的，是“胡毅生、朱卓文、林直勉”等人了吗？这种认定，且是经过“许崇智、汪兆铭、蒋中正”组织的“特别委员会”“执行任务”后“侦查结果”的，拘捕凶手，且是“许崇智、汪兆铭、蒋中正”三人的“特别委员会下令”的，对照起陈立夫文章，“胡毅生和林直勉等多人，竟被他们毫无法律根据的指为廖案的嫌犯”云云，以陈立夫的身份说这话，显然不对头了吧？因为“特别委员会”的成员，只有“许崇智、汪兆铭、蒋中正”三人，所谓“他们”，还有谁呢？陈立夫说“可以断定廖公绝不是胡汉民、胡毅生、林直勉等有见识的人所谋害”，那么，当时三人的“特别委员会”下令抓胡毅生、林直勉等，又是怎么回事呢？这“胡毅生、林直勉”，显然不是“鲍罗廷及其中共爪牙”了。
005.陈立夫不是CC吗？.txt	4	10	问|答|说|死	故友邵华（健工）先生，对我说过，他也曾向果夫、立夫两位先生报告过。由于民国二十五年西安事变后之次年春间，中央党部应毛泽东请求，派一访问团去延安访问。中央派健工为团员之一，到了西安以后，毛即派员迎接，执礼甚恭。到了延安，招待尤为殷勤。毛泽东在宴会席上对健工说：“邵先生！你和张冲（怀南）两位的大名，我早已久仰，你俩都是CC的大将。我们共产党，这多年来，就是以CC为斗争的对象。从今以后，我愿率领共产党和CC合作，共同抗日。请代为转告陈果夫和陈立夫两位先生，并乞代为致候。”健工回答道：“毛先生！你错了！中国国民党内根本没有CC这个组织，那是你们共产党制造出来的名词，为的是分化国民党的团结。我一定把你所说的共产党愿意和我们国民党再度合作，共同抗日的话，转告果夫及立夫先生。不过毛先生你应当说，在蒋委员长领导之下，国共一致抗日。果然如此，我邵华可以举双手发誓，如有口是心非，而不诚心诚意共同一致抗日者，天诛地灭不得好死。”
006.党与法.txt	26	10	问|说|自由|胡适	胡适认为这个不单是反日会的问题，他说无论什么人，只要贴上“土豪劣绅”等招牌，“便都没有人权的保障。身体可以受侮辱，自由可以完全被剥夺，财产可以任意宰制，都不是‘非法行为’了”；无论什么学校，外国人办的只须贴上“文化侵略”字样，中国人办的只须贴上“学阀”等字样，“也就都可以封禁没收，都不算非法侵害了。”所以他问道：“我们在这种种方面，有什么保障呢？”他又举了一例：
008.跋孙铭九给张学良和李敖的照片.txt	39	10	说|捉|张学良|蒋介石	看他称张学良是他“恩人”，感谢张学良对他的“知遇、栽培和教育之恩”；看他托我转达他“最重大的心愿”，表示再谒见张学良，就是他“终生的渴望”，字里行间可以感到：他是多么至情至性的一个真人。这个真人，一生只在一年之内做了惊天动地的大事，但却足以使他不朽。他不朽，为的是他为捉拿中华国贼蒋介石演出了精彩的一幕；他不朽，为的是他为救回民族英雄张学良付出了惨痛的牺牲；他不朽，为的是他给东北人的爱国、勇敢、侠义、决绝、重情感，做了最伟大的诠释与说明。
010.王家桢回忆张学良两篇文章书后.txt	2	10	问|说|死|骗|张学良|蒋介石	王家桢字树人，吉林省双城县人。他生在1899年，就是清朝光绪二十五年，也就是义和团开始闹事那年。他是莫德惠的外甥，日本庆应大学理财科毕业。回国后，先做吴佩孚的秘书、北京政府交通部法律编辑局书记官。吴佩孚垮台后，改做张作霖大元帅府秘书、外交部秘书、东北边防军司令长官公署外交机要处主任。张作霖被炸死，张学良任东北保安总司令时，他做东北保安总司令部的外交处长。换句话说，他是张学良外交事务的头儿，极得张学良的信任。张学良和南京国民党政府达成协议后，王家桢在1930年出任外交部常务次长、国际联盟中国代表。随着张学良的被蒋介石欺骗、随着东北系处境的式微，王家桢的宦途也今非昔比。抗战期中，他做国民参政员、做外交部顾问，已是闲职。抗战胜利后，出任东北行辕政治委员兼东北生产管理局局长。大陆丢掉前留在上海，投共而去。
011.《张学良研究》前言.txt	6	10	问|说|逃|张学良	张学良从早年勤于军政，颇有领悟，专问国事，到垂老“勤于灵修，颇有领悟，不问外事”，这种心境的变化与苍茫，是我们可以理解也无限同情的。但对我们说来、对我们这些不会为逃世信仰“丢弃万事看作粪土”的人说来，挖掘出历史真相，显示出张学良是多么伟大的爱国者，却是我们不甘缄默的责任。
014.张学良心事探微.txt	15	10	说|骂|自由|张学良|蒋介石|胡适	国民党方面的种种说法，包括蒋介石自己的说法，一再一再地宣称，西安事变主要是张学良和杨虎城两位反叛将领，在共产党的影响下所做的行为。其他的中国人士，虽然不相信蒋介石以精神感召改变了两位反叛将领的心意，但一般地说来，都普遍地接受了国民党对西安事变的官方说法。例如像胡适和傅斯年那样的自由主义派分子，他们对国民党政府的政策经常有所批评，但在西安事变一事上，他们一致谴责张学良为“惹事生非者”，甚至还骂张学良为“卖国贼”，应该受到政府的惩罚。共产党虽然赞扬张、杨二人的爱国精神，但在统一战线的目标既已完成之后，并没有公然为他们二人讲话，更不用说试图拯救张学良了。他们认为张学良的案子乃是“国民党内部的家务事”。
014.张学良心事探微.txt	23	10	最后|说|张学良|蒋介石	蒋介石在训词最后说：“专心一志剿匪……无论外面怎样批评谤毁，我们总是以先肃清内匪为唯一要务。”时光过去，蒋介石的顽强态度依旧持续不断。尽管蒋介石的态度强硬而狂热，但对家乡被日本侵略者侵占了的那些张学良东北军官兵，几乎起不了号召力。对于张学良对“内匪”的看法，对于张学良部队在陕西与共产党作战士气之低落，蒋介石终于失去了耐心。1936年下半年，蒋介石决定到西安去看张学良。这时候，虽然在绥远省东部中国军队正在与日本侵略军作战，蒋介石停留西安期间却从来没有提到一句打日本的话。不但不提打日本的话，在向张学良的东北军军官训话时，蒋介石反而一再重申消灭共产党之必要，并且还用恼怒的口气把反对他政策的人比拟为“汉奸”。为了“剿共”，除了口头的压力，蒋介石还着手部署三十多个师的部队在张学良部队的背后，同时也分别扩建西安和兰州两地的机场。此外，据说蒋介石又威胁说要把东北军调到华南地区加以“整编”。事实上，1936年12月9日他在给陕西省主席邵力子一封迄今尚未公布的信里，要邵力子暗中让《大公报》记者发布下面的消息：蒋介石要任命他的心腹将领取代张学良和杨虎城。很显然，蒋试图使用一切可能的威胁手段。他似乎已经决心要迫使那些对他有异议的将领们除了照着他的话去做之外，无路可去。
014.张学良心事探微.txt	24	10	最后|问|说|张学良|蒋介石|周恩来	蒋介石要消灭共产党的决心，是毫无疑问的。然而最近一项证据证实，差不多在西安事变以前一年，蒋介石曾经指示他的心腹人士陈立夫与苏联和中共领袖周恩来接触联系，谋求和平解决办法。陈立夫的陈述可以使我们感觉到，在西安事变以前国民党与共产党就已经达成第二次统一阵线了。蒋介石与共产党的秘密交往确实令人玩味，正如张学良与周恩来秘密来往一样令人玩味，因为这两件事已经证明共产党并不是像国民党所声称那样会非常轻易地就被消灭掉。但如果因此就说蒋介石已经改采容共政策，那会是太草率的结论。实际上蒋介石自己就说过，事情还得等“我最后的批准”。因此，陈立夫的陈述只是证实了蒋介石想要开辟一道周转余地的门路而已。蒋介石仍然打算尽一切力量推行他的计划，以完成他更为称心合意的武力解决方式，就如他在1936年12月初到西安时所急切表示的那样。
014.张学良心事探微.txt	52	10	问|逃|张学良|蒋介石	1945年日本投降时，张学良仍然能够为国民党做出有益的贡献。国民党的领袖人物中，蒋介石想要派人到东北去担任复原工作，还有谁比张学良更适当？担任过张学良副官的李金洲相信，如果张学良被派去接收东北，东北的民众一定会热情欢迎他，也一定会成功地支持他与共产党竞争。战争结束时过分自信的蒋介石可能相信，不必要有张学良的帮助，他就能够得到东北。共产党人就聪明多了，他们任命张学良那位声望远比不上他的弟弟张学思，为东北的一个省主席。蒋介石可能担心，让张学良回到故乡东北，会触发起太多不愉快的往事，尤其是失掉东北的事和有关抗日战争的整个问题。为了失掉东北，张学良一直是在一个人担当全部责任。1945年，蒋介石“民族救星”的威望和荣誉达到最高峰。这时际，他更不愿打开烦恼的囚笼，放出“妖怪”张学良，来减损他伟大胜利的光彩。因此，战争结束后，在1946年11月2日，蒋介石把张学良以囚犯的身份移囚到台北，而没有任命他为官员去接收东北。很不幸，蒋介石所享受的胜利之陶醉，是短命的。国民党在东北垮台之后不久，整个中国大陆就从国民党手上到了共产党的手上。命运的嘲弄是，逃亡的蒋介石与被囚禁的张学良在台湾聚会了。
015.别窝囊张学良了！.txt	3	10	问|说|逼|张学良	在迟来的公道中，有两个画面最吸引我们这种学历史的人的注意：一个画面是陈立夫亲来祝寿。陈立夫是当年媒孽张学良先生的党国大员，据他手下大将齐世英面告，蒋中正到台湾后曾找他去，指摘他们对大陆失败有大责任，其中之一，就是“逼反张学良”。可见张学良之“反”，是钦定的，今天面临的，当然是平反的问题，而祝寿行为，实在够不上是平反，只是一种和稀泥的化解而已。齐世英病逝前，张学良先生曾去医院探望，张学良先生度量过人，是很了不起的。陈立夫今天来祝寿，也是一种度量，不过是隐含抱歉的一种，这也是很了不起的。不过他说“半个世纪都过去了，大家都是好朋友，没有什么平反不平反的问题”，就未免太含糊是非了。
015.别窝囊张学良了！.txt	5	10	说|死|张学良|周恩来	寿序中说：“古之良史，不以魁杰英伟之士，盛年意气，一失虑失据，而遂非之议之；其必以能悔祸盖愆，卒之守死善道，而伟之重之。如我张汉卿先生者，不当以此论之耶？”又说：“时陕北剿抚失利，共党以停止内战共同抗日相煽惑，遂误兵谏之义，致有西安之变。顾旋即悔悟，躬送领袖安返首都，束身待罪。向非先生幡然悔祸，赴事果决，稍一犹豫，国事其何堪设想？”这些话中，说张学良先生“悔祸”“悔悟”云云，事实上与历史完全不符。多年来钦定历史责备张学良，都说没有西安事变，则中共就消灭了，今天《联合报》上还有“中共在陕北局促一隅，随时可能歼灭”的话，事实上，当年新闻局长董显光（他是蒋中正的英文老师、也算张学良的英文老师）在《蒋总统传》中，早就指出中共“他们在延安的根据地，实际上是不易攻破的”。正因为消灭中共并非易事，所以，中央政府一方面下令叫张学良“剿共”，同时却暗中跟中共来往，把张学良蒙在鼓里。这由十三年前陈立夫公布周恩来给他的秘件中，可以得到文证。张学良玩命搞兵谏，目的在给中央政府和中共之间“拉皮条”，其实两者早就眉来眼去了，张学良太天真了，他完全不是国民党的对手，也不是共产党的对手，更不是国民党加共产党的对手了！
022.长叹犹怜张先生.txt	7	10	故事|一天	故事中家猫原是野猫。但从小被人抱到家里，在温室里长大。有一天，主人窗户没关，它有机会开溜了。可是，溜出去后，云游一阵，又溜回来了。——它当然要“回到自己的家”。
023.龚忠武的《少帅纽约行有感》.txt	29	10	传说|说	当时乃至今日，传说纷纭。
024.国民党的三通前科.txt	103	10	最后|问|答|曰|骂|杀	朱部长钧鉴：密。篠（十七）未、篠酉两电谅达。今日下午因对方仪我、柴山晋谒黄委员长，武恐黄公被其包围，故请求在接见二人以前，与武、麟一谭，五时半前往晋谒，至则黄公即大发其牢骚，谓中政会议讨论此事，对彼竟不通知，武设词解释。嗣谈及本题，宗武谓现在问题仅在第六行第一条，但此条关系甚巨，不能不争。黄公谓：柴山、仪我因此事迟迟不决，将于明日下午3时离平，若此案明日上午不能解决，必致决裂。宗武答以柴山赴申，别有所事，我已知之，仪我似无离平之意。黄公变色，谓不论如何，此事明日上午必须求一解决。今我以为对方所要求之“通邮由双方邮政机关行之”十二字，可以载入记录，并欲将东方民信局改为邮政代办所，有事我来担当，你肯否答应？两月以来，汝二人对我一切指示，概不接纳，今日之事，由汝自决，并请汝于一分钟内答复。宗武答以根本第一条关系全部，不能让可，名义问题，尚在其次。时〔殷〕桐声在旁亦变色，谓若连此点而不负责，何必天天来此多吵，经此一言提醒宗武，翔麟兄亦以面色相示，宗武始终不肯答应，黄公勃然大怒，起立高举右手，指宗武痛骂曰，汝真不够朋友！士可杀不可辱，宗武本欲与之理论，第以宗武此刻之一举一动，在在影响钧座与院座，考虑之余，最后只得将一切忍下，反强颜劝其不必动气。总而言之，宗武年轻识浅，不能当此重任，仰乞钧座即日另简贤能，来负斯职，宗武当即归受辱命之罪。此间当局对于中央训令，视若无物。国防会议之议决案，黄公骂为狗屁，〔李〕择一骂为不三不四的东西，桐声则谓所谓第三者云云，乃朱家骅等做官之办法，我人何必追随，且满口谓蒋先生主张如何如何。武对此事受命之初，完全本牺牲之精神，且抱定宗旨，对外努力折冲，对内排解误会，不图受此奇辱，力竭心尽，但终以为第一条为全案之骨架，断不容迁就更改，请电告翔麟兄负责注意。宗武自今日起，实不能再负责任，事非得已，仰乞谅詧，俯赐允准，此电一字一句，皆有翔麟兄可质，临电不胜惶恐之至。高宗武叩巧子。
