id,book,book_slug,title,source_ids,source_file,source_lines,char_count,story_text
LAXDX001,李敖写的信,li_ao_xie_de_xin,高旭一夜伪作石达开诗,LAXDX_021_5_7,021.致李声庭论石达开诗是伪作.txt,9-13,254,"原稿中扉页“我志未酬人亦苦，东南到处有啼痕——石达开诗”等字拟删去。盖今传石达开诗多是伪诗，都是梁启超与高旭（天梅）伪作的，是他们为了排满而伪作的。

　　尊引石达开的诗，原是所谓《答曾国藩》五首，最早见于梁启超的《饮冰室诗话》，后来高旭辑刊石达开遗诗二十五首（残山剩水楼刊本），一个晚上伪作了二十多首，此事发生在民国前六年。

　　最早指出流传的石达开的诗是伪作的人是罗尔纲，后来简又文采纳了他的意见，在《大风旬刊》上发表《太平天国文献赝品考》，接着柳亚子来了两篇题跋，指出梁启超与高旭是作伪诗的“真凶”。"
LAXDX002,李敖写的信,li_ao_xie_de_xin,歌德被厨子用烟草熏书房,LAXDX_027_5,027.收“毒品”谢东方望.txt,9-9,82,文人中莎士比亚是否抽烟，已不可考。最明显的反对烟草者当然是《少年维特之烦恼》的作者。歌德曾声言绅士不抽烟，结果被最爱抽烟的女厨子开了玩笑，把他的书房用烟草薰了个够！
LAXDX003,李敖写的信,li_ao_xie_de_xin,托尔斯泰戒烟后追吸余烟,LAXDX_027_6,027.收“毒品”谢东方望.txt,11-11,101,但是歌德还算是好的，至少他不用道德的标准去论断抽烟。另一方面，托尔斯泰就不同了，这老头子完全以道德的观念来禁绝烟草，结果“不良的习惯”虽然戒了，可是有客人来的时候，他却忍不住要在旁边追吸客人吐出的余烟！
LAXDX004,李敖写的信,li_ao_xie_de_xin,哈伯重金挖人成就芝加哥大学,LAXDX_054_17,054.论文化基金寄汤元吉.txt,33-33,153,提到“重金精选”，你记得1891年洛氏基金会创办芝加哥大学的事吗？这个基金会拿出两千万美金给第一任校长哈伯（W. R. Harper），哈伯周游美国和欧洲，用当时全世界最高的教授年薪（U. S. $ 7500.00），到处“挖”人，结果芝加哥大学一开办，立刻就是全世界第一流的大学，此皆“重金精选”之效也！
LAXDX005,李敖写的信,li_ao_xie_de_xin,蔡元培请爱因斯坦因重金不足未成,LAXDX_054_17,054.论文化基金寄汤元吉.txt,33-33,140,中华民国10至20年代的洋人讲学风（如杜威、罗素等等），鼓荡风潮，亦为效奇大。当时主其事者主要是蔡元培，他的办法是先“精选”，后筹“重金”（爱因斯坦去日本讲学那一次，蔡元培计划请这老犹太顺便到中国来一趟，可是因为“重金”不足，竟未成事实，此事曾令蔡元培极度不快，颇不满意于爱氏）。
