id,book,book_slug,title,source_ids,source_file,source_lines,char_count,story_text
QQWSWYQS028,千秋万岁乌鸦求是合集,qianqiu_wansui_wuya_qiushi_heji,尹仲容退还兼职车马费,QQWSWYQS_167_7,167.尹仲容的一些轶事.txt,13-13,195,“尹兼三职，但仅取美援会副主任委员一份薪给，对台银董事长，外贸会主任委员的兼职车马费从不领取。有一次，外贸会把他的车马费送到他的台银秘书室，秘书对此不详，乃转致其夫人收下。事为尹氏悉及，乃把秘书找来痛斥一顿，并且回到家里与夫人大吵一场，结果命其夫人立即遣人送还。这并非是尹的矫情，他认为自己生活过得去，无须份外的收入，这较诸当前若干时人，兴华厦，竭尽心机敛财以享厚福不可同日而语。”（同上）
QQWSWYQS029,千秋万岁乌鸦求是合集,qianqiu_wansui_wuya_qiushi_heji,尹仲容说正想下台,QQWSWYQS_167_8,167.尹仲容的一些轶事.txt,15-15,151,“尹仲容绝少着新衣，多数时间是一袭旧西服，他对个人的享受，生活的安排，极少顾到；由于他无私欲，无欲则刚，有守有为，所以能放手做去。有一次，某民意代表曾当面对他说：‘尹仲容，你这样搞下去，我们要轰你下台！’尹的答复是：‘好极了，我正不想做，根本无所谓台上，台下，我正想下台！’对方闻之为之语塞。”（同上）
QQWSWYQS030,千秋万岁乌鸦求是合集,qianqiu_wansui_wuya_qiushi_heji,尹仲容替部属担法院责任,QQWSWYQS_167_9,167.尹仲容的一些轶事.txt,17-17,180,“只要部属是真正的为公，即使犯了错误，他愿代负责任。例如中信局有一次发生事故，若干位主管人员都受到司法机关的调查，他便对几位同事说：‘在法院问到你时，你尽管说是我让你做的，一切责任应由我担当，不必有什么顾虑。’他这类作风，完全实践了荀子所说的‘不下比以暗上，不上同以疾下，分争于中，不以私害之，若是则可谓公矣’这句话。”（张九如：《本末兼赅望实并懋的尹仲容》）
QQWSWYQS031,千秋万岁乌鸦求是合集,qianqiu_wansui_wuya_qiushi_heji,尹仲容说知过不改才有损政府威信,QQWSWYQS_167_10,167.尹仲容的一些轶事.txt,19-19,117,“外贸会公布某些中药的进口地区限制才三天，他就把它修改了，爱和他抬杠的新闻记者就问他，‘这不是朝令夕改么？怎可以？’他率直的回答说，‘知道错了，还不改那还得了！’记者追问，‘岂非有损政府威信？’他说，‘知过不改，才真正的有损政府威信。
QQWSWYQS032,千秋万岁乌鸦求是合集,qianqiu_wansui_wuya_qiushi_heji,尹仲容宁可不会耍政治,QQWSWYQS_167_10,167.尹仲容的一些轶事.txt,19-19,151,例如八七水灾之后，食米供应不足，价格上涨，他不管李连春的激烈反对，即从泰越两国进口食米一千万美元，当时有人笑他不会‘耍政治，要是让米价上涨到六元一斤，李连春垮台的时候再进口，岂不对你有益。’他苦笑着说，‘这样耍政治那要害死多少人，又要在物价工资生产成本齐涨以后减少了多少出口的外汇收入，我宁可不会耍。’
QQWSWYQS033,千秋万岁乌鸦求是合集,qianqiu_wansui_wuya_qiushi_heji,尹仲容旧车被撞仍不换新车,QQWSWYQS_167_11,167.尹仲容的一些轶事.txt,21-21,110,又说，‘他兼任台银董事长后，还是用那辆旧汽车，有一天他到美援会去的半路上，被一辆汽车一撞，门就开了，把他撞出车外，幸未受伤，这件事被台银的总经理周友端知道了，要给他买一辆新车，他就对周说，我是总账房，不应该乱用一文钱。”
QQWSWYQS034,千秋万岁乌鸦求是合集,qianqiu_wansui_wuya_qiushi_heji,苏东坡写小蚁抱草叶相见,QQWSWYQS_177_8,177.遥想东坡当年.txt,15-15,136,吾始至南海，环视天水无际，凄然伤之曰：“何时得出此岛也！”已而思之：天地在积水中，九洲在大瀛海中，中国在少海中。有生孰不在岛者？譬如注水于地，小草浮其上，一蚁抱草叶求活。已而水干，遇他蚁而泣曰：“不意尚能相见尔！”小蚁岂知瞬间竟得全哉？思及此事甚妙。与诸友人小饮后，记之。
QQWSWYQS035,千秋万岁乌鸦求是合集,qianqiu_wansui_wuya_qiushi_heji,克来闰斯戴老爸不跟黑匣子说话,QQWSWYQS_180_5,180.电话·驴.txt,9-9,80,克来闰斯戴（Clarice Day）笔下的他的老爸，就是这样一位代表。这位老爸不喜欢电话，他说他同一个人说话的时候，一定得看到这个人，他不喜欢同一个黑匣子说话。
QQWSWYQS036,千秋万岁乌鸦求是合集,qianqiu_wansui_wuya_qiushi_heji,酒保两杯马丁尼辨国籍,QQWSWYQS_191_2,191.何须马丁尼！（沈沉）.txt,3-3,152,美国艾森豪做总统时候的白宫新闻秘书哈格泰(James Hagerty)，有一次在巴黎一家酒吧间，和酒保聊天。酒保说了一段名言：“一个顾客喝过两杯双倍马丁尼以后，我就能说出他的国籍：谈恋爱的就是法国人、跳舞的就是西班牙人、吹牛的就是德国人、唱歌的就是意大利人、打架的就是爱尔兰人、站起来讲演的就是美国人。”
QQWSWYQS037,千秋万岁乌鸦求是合集,qianqiu_wansui_wuya_qiushi_heji,谷正纲在迪斯尼乐园也想演讲,QQWSWYQS_191_6,191.何须马丁尼！（沈沉）.txt,11-11,150,有一次他去美国公干，由吴炳钟任翻译，顺便到迪斯尼乐园一游。不料到了迪斯尼乐园，见有人多，此公突然发作，用英文向吴炳钟要求：“Shall I give a speech？”(要不要对他们讲次演？)吴炳钟毕竟是通人情、通洋务、也知道那是什么地方的，就赶忙婉劝。在婉劝之下，谷正纲才算怏怏取消了一代名演说。
