id,book,book_slug,title,source_ids,source_file,source_lines,char_count,story_text
LAQSJ001,李敖情书集,li_ao_qingshuji,公主变成夜莺,LAQSJ_008_3,008.给谷莺.txt,5-5,91,你记得希腊神话里“夜莺”的故事么？“夜莺”本是一个公主（名叫philomela），被一个她不喜欢的男人占有，最后，她逃掉了，那个男人在后面捉她，她便受天上神仙的保护，变成了“夜莺”。
LAQSJ002,李敖情书集,li_ao_qingshuji,孙子在祖父耳边唱歌,LAQSJ_012_6,012.给汝清的五封信.txt,11-11,164,祖父参加酒席，带孙子去。吃了一半，孙子大喊：“我要尿尿！”祖父小声告诉他：“这样说不文雅，说你要‘唱歌’，我就懂你意思了。”酒席过后，祖父喝醉了，回到家里，半夜孙子摇醒他，说：“我要‘唱歌’！”祖父把酒席上的话全忘了，说：“半夜三更，唱什么歌嘛！”孙子说：“人家要‘唱歌’嘛！”祖父说：“好吧，要唱就唱吧，不过要在我耳边小声唱。
LAQSJ003,李敖情书集,li_ao_qingshuji,酒鬼把白兰地浇坟,LAQSJ_012_8,012.给汝清的五封信.txt,15-15,74,酒鬼张三对酒鬼李四说：“我死了以后，千万别忘了在我坟上浇一瓶白兰地。”酒鬼李四说：“绝对忘不了的，不过，白兰地通过我的肠胃，就更容易浇在你坟上了。”
LAQSJ004,李敖情书集,li_ao_qingshuji,赵襄子拿智伯头做小马桶,LAQSJ_012_9,012.给汝清的五封信.txt,17-17,154,两千四百年前，晋国的智伯（智瑶）是个祸水派，他决水淹赵襄子（赵无卹），结果没淹成，自己反被淹垮了。赵襄子恨他，把他脑袋切下来。经过印第安式处理，做成一个小马桶，朝里面尿尿。英文中“小便器”叫urinal，“骨灰缸”叫urn，见到赵襄子这个故事，我才好玩的发现：这两个接近的英文字，竟被我们的赵襄子接合起来了！
LAQSJ005,李敖情书集,li_ao_qingshuji,保罗半路改信基督教,LAQSJ_012_43,012.给汝清的五封信.txt,85-85,195,保罗真是一个怪人，他早年受犹太教影响，信上帝却反基督，他不相信基督教，他以犹太公会会员的身分，去抓基督徒，走到半路，据说有一道强光照上了他，同时有声音对他说：“扫罗，扫罗，你为什么逼迫我？”他问：“你是谁啊？”那声音说：“我就是你逼迫的耶稣。起来，进城去。”这下子保罗转变了，他把扫罗的名字改为保罗，加入基督教的阵营。由于他的努力，基督教开始有了世界性，在基督教里，他成了继往开来的大宗师。
LAQSJ006,李敖情书集,li_ao_qingshuji,周亚夫不用赵禹,LAQSJ_012_48,012.给汝清的五封信.txt,95-95,168,司马迁写《史记》，特别为酷吏写了一篇传。他提到的赵禹，赵禹为人清廉，可是周亚夫不肯重用他，人家问周亚夫为什么？周亚夫说：“极知禹无害，然文深，不可以居大府。”（我知道赵禹是清廉的，能干的，但是他办事用法太深太刻，这种人，不可以在大衙门掌权的。）这就是说，有刀笔吏习性的公务员，他们老是不识大体的找人麻烦，这种人得志，别人就活得太吃力了。
LAQSJ007,李敖情书集,li_ao_qingshuji,军医只给阿司匹林,LAQSJ_012_57_61,012.给汝清的五封信.txt,113-121,99,"军医：你头痛吗？耳鸣吗？我给你试听一下，你听听看，这声音是叮叮呢还是噹噹？

　　病人：是叮叮。

　　军医：拿阿司匹林去！

　　病人：不是呀，说错了，是当当。

　　军医：也一样，拿阿司匹林去！"
